id,condition,angle,rt,accuracy,trial
21,allocentric,135,759,1,16
21,allocentric,135,1065,1,17
21,allocentric,-45,1149,1,18
21,allocentric,45,1085,1,19
21,allocentric,-90,2036,1,20
21,allocentric,45,1324,1,21
21,allocentric,-90,963,1,22
21,allocentric,90,804,1,23
21,allocentric,90,648,1,24
21,allocentric,-90,1183,1,25
21,allocentric,-45,723,1,26
21,allocentric,90,815,1,27
21,allocentric,-90,1191,1,28
21,allocentric,135,1438,1,29
21,allocentric,45,793,1,30
21,allocentric,-45,756,1,31
21,allocentric,0,749,1,32
21,allocentric,-135,799,1,33
21,allocentric,90,904,1,34
21,allocentric,180,1147,1,35
21,allocentric,-90,722,1,36
21,allocentric,0,788,1,37
21,allocentric,180,1271,1,38
21,allocentric,135,712,1,39
21,allocentric,90,685,1,40
21,allocentric,0,778,1,41
21,allocentric,45,866,1,42
21,allocentric,-90,946,1,43
21,allocentric,180,859,1,44
21,allocentric,-135,850,1,45
21,allocentric,-135,769,1,46
21,allocentric,-90,704,1,47
21,allocentric,90,804,1,48
21,allocentric,90,672,1,49
21,allocentric,-135,801,1,50
21,allocentric,0,666,1,51
21,allocentric,-90,750,1,52
21,allocentric,-135,1049,1,53
21,allocentric,-45,555,1,54
21,allocentric,45,555,1,55
21,allocentric,-135,1185,1,56
21,allocentric,-90,887,1,57
21,allocentric,-45,585,1,58
21,allocentric,-90,657,1,59
21,allocentric,135,771,1,60
21,allocentric,90,590,1,61
21,allocentric,0,787,1,62
21,allocentric,-45,585,1,63
21,allocentric,135,737,1,64
21,allocentric,45,564,1,65
21,allocentric,0,613,1,66
21,allocentric,-45,552,1,67
21,allocentric,45,664,1,68
21,allocentric,0,555,1,69
21,allocentric,0,535,1,70
21,allocentric,-135,691,1,71
21,allocentric,45,540,1,72
21,allocentric,-90,551,1,73
21,allocentric,-90,834,1,74
21,allocentric,180,670,1,75
21,allocentric,45,752,1,76
21,allocentric,-45,687,1,77
21,allocentric,45,924,1,78
21,allocentric,180,863,1,79
21,allocentric,180,938,1,80
21,allocentric,0,775,1,81
21,allocentric,0,573,1,82
21,allocentric,-45,643,1,83
21,allocentric,-45,821,1,84
21,allocentric,-90,569,1,85
21,allocentric,-135,798,1,86
21,allocentric,45,860,1,87
21,allocentric,180,1354,1,88
21,allocentric,135,977,1,89
21,allocentric,180,655,1,90
21,allocentric,-135,1233,1,91
21,allocentric,90,847,1,92
21,allocentric,-45,764,1,93
21,allocentric,90,616,1,94
21,allocentric,45,699,1,95
21,allocentric,135,718,1,96
21,allocentric,-45,654,1,97
21,allocentric,135,738,1,98
21,allocentric,180,1666,1,99
21,allocentric,180,1314,1,100
21,allocentric,-135,1243,1,101
21,allocentric,-90,772,1,102
21,allocentric,135,951,1,103
21,allocentric,-45,1070,1,104
21,allocentric,45,790,1,105
21,allocentric,-135,716,1,106
21,allocentric,135,940,1,107
21,allocentric,90,2913,1,108
21,allocentric,0,843,1,109
21,allocentric,180,1101,1,110
22,egocentric,-135,1310,1,0
22,egocentric,90,776,1,1
22,egocentric,-135,925,1,2
22,egocentric,180,1016,1,3
22,egocentric,-90,648,1,4
22,egocentric,-90,484,1,5
22,egocentric,-90,754,0,6
22,egocentric,180,1179,1,7
22,egocentric,-90,1180,1,8
22,egocentric,135,1280,1,9
22,egocentric,0,1714,1,10
22,egocentric,0,563,1,11
22,egocentric,-45,553,1,12
22,egocentric,-135,868,1,13
22,egocentric,-135,1284,1,14
22,egocentric,90,686,1,15
22,egocentric,0,726,1,16
22,egocentric,90,608,1,17
22,egocentric,-45,694,1,18
22,egocentric,135,860,1,19
22,egocentric,0,609,1,20
22,egocentric,-90,549,1,21
22,egocentric,135,956,1,22
22,egocentric,90,808,1,23
22,egocentric,45,527,1,24
22,egocentric,45,1049,1,25
22,egocentric,0,562,1,26
22,egocentric,-135,748,1,27
22,egocentric,-135,825,1,28
22,egocentric,-135,585,1,29
22,egocentric,-135,816,1,30
22,egocentric,-45,690,1,31
22,egocentric,90,603,1,32
22,egocentric,90,821,1,33
22,egocentric,-45,634,1,34
22,egocentric,-90,797,1,35
22,egocentric,-135,635,1,36
22,egocentric,0,730,1,37
22,egocentric,45,683,1,38
22,egocentric,-90,703,1,39
22,egocentric,90,654,1,40
22,egocentric,135,549,0,41
22,egocentric,-45,586,1,42
22,egocentric,180,724,1,43
22,egocentric,-90,610,1,44
22,egocentric,135,791,1,45
22,egocentric,-90,619,1,46
22,egocentric,-90,850,1,47
22,egocentric,180,823,1,48
22,egocentric,90,656,1,49
22,egocentric,-135,558,1,50
22,egocentric,-135,1025,1,51
22,egocentric,-45,883,1,52
22,egocentric,45,535,1,53
22,egocentric,90,617,1,54
22,egocentric,45,886,1,55
22,egocentric,135,699,1,56
22,egocentric,-90,630,1,57
22,egocentric,180,583,1,58
22,egocentric,180,714,1,59
22,egocentric,-45,711,1,60
22,egocentric,90,622,1,61
22,egocentric,135,732,0,62
22,egocentric,45,831,1,63
22,egocentric,0,1076,1,64
22,egocentric,135,884,1,65
22,egocentric,45,617,1,66
22,egocentric,0,667,1,67
22,egocentric,45,678,1,68
22,egocentric,-45,705,1,69
22,egocentric,-90,849,1,70
22,egocentric,180,938,1,71
22,egocentric,-45,669,1,72
22,egocentric,90,883,1,73
22,egocentric,0,678,1,74
22,egocentric,-45,604,1,75
22,egocentric,0,780,1,76
22,egocentric,90,833,1,77
22,egocentric,-45,525,1,78
22,egocentric,180,1246,1,79
22,egocentric,-90,764,1,80
22,egocentric,-90,924,1,81
22,egocentric,45,623,1,82
22,egocentric,135,921,1,83
22,egocentric,-135,1789,1,84
22,egocentric,135,666,1,85
22,egocentric,-135,590,1,86
22,egocentric,90,701,1,87
22,egocentric,90,488,1,88
22,egocentric,45,753,1,89
22,egocentric,45,678,1,90
22,egocentric,180,1176,1,91
22,egocentric,0,635,1,92
22,egocentric,180,652,1,93
22,egocentric,-45,603,1,94
22,egocentric,45,629,1,95
22,egocentric,0,907,1,96
22,egocentric,-135,620,1,97
22,egocentric,135,612,1,98
22,egocentric,135,1046,1,99
22,egocentric,0,699,1,100
22,egocentric,135,631,1,101
22,egocentric,180,811,1,102
22,egocentric,180,3017,1,103
22,egocentric,180,1280,1,104
22,egocentric,45,577,1,105
22,egocentric,-45,716,1,106
22,egocentric,135,946,1,107
22,egocentric,180,684,1,108
22,egocentric,0,611,1,109
22,egocentric,45,730,1,110
22,allocentric,45,925,1,0
22,allocentric,180,1015,1,1
22,allocentric,90,733,1,2
22,allocentric,180,2216,1,3
22,allocentric,-135,901,1,4
22,allocentric,180,1010,1,5
22,allocentric,-45,1084,1,6
22,allocentric,45,969,1,7
22,allocentric,90,717,1,8
22,allocentric,135,697,1,9
22,allocentric,0,597,1,10
22,allocentric,0,620,1,11
22,allocentric,45,849,1,12
22,allocentric,0,526,1,13
22,allocentric,-45,1020,1,14
22,allocentric,-90,707,1,15
22,allocentric,45,614,1,16
22,allocentric,-135,1162,1,17
22,allocentric,90,909,1,18
22,allocentric,180,701,1,19
22,allocentric,-90,1200,1,20
22,allocentric,180,867,1,21
22,allocentric,90,994,1,22
22,allocentric,-90,645,1,23
22,allocentric,0,601,1,24
22,allocentric,-45,465,0,25
22,allocentric,-45,762,1,26
22,allocentric,45,538,1,27
22,allocentric,-45,792,1,28
22,allocentric,135,1235,1,29
22,allocentric,135,1549,1,30
22,allocentric,-45,987,1,31
22,allocentric,90,567,1,32
22,allocentric,135,903,1,33
22,allocentric,0,564,1,34
22,allocentric,0,570,1,35
22,allocentric,135,613,1,36
22,allocentric,90,729,1,37
22,allocentric,-45,570,1,38
22,allocentric,-135,837,1,39
22,allocentric,45,924,1,40
22,allocentric,-135,2682,1,41
22,allocentric,135,1592,1,42
22,allocentric,45,2536,1,43
22,allocentric,-135,7697,1,44
22,allocentric,180,1890,1,45
22,allocentric,90,1010,1,46
22,allocentric,180,2225,1,47
22,allocentric,45,789,1,48
22,allocentric,-45,1190,1,49
22,allocentric,-45,1527,1,50
22,allocentric,-135,2251,0,51
22,allocentric,135,1931,1,52
22,allocentric,180,3771,1,53
22,allocentric,-135,2418,1,54
22,allocentric,0,925,1,55
22,allocentric,0,883,1,56
22,allocentric,-135,1300,1,57
22,allocentric,90,698,1,58
22,allocentric,-90,861,1,59
22,allocentric,45,1380,1,60
22,allocentric,180,1315,1,61
22,allocentric,-90,1059,1,62
22,allocentric,135,860,1,63
22,allocentric,90,698,1,64
22,allocentric,-90,716,1,65
22,allocentric,-90,664,1,66
22,allocentric,-90,946,1,67
22,allocentric,45,880,1,68
22,allocentric,-45,554,1,69
22,allocentric,45,757,1,70
22,allocentric,0,657,1,71
22,allocentric,45,647,1,72
22,allocentric,-90,576,1,73
22,allocentric,180,1031,0,74
22,allocentric,90,616,1,75
22,allocentric,135,1633,1,76
22,allocentric,180,1517,1,77
22,allocentric,90,733,1,78
22,allocentric,135,747,0,79
22,allocentric,-45,969,1,80
22,allocentric,0,707,1,81
22,allocentric,45,885,1,82
22,allocentric,-135,1166,1,83
22,allocentric,-135,838,1,84
22,allocentric,-90,1350,1,85
22,allocentric,90,791,1,86
22,allocentric,0,909,1,87
22,allocentric,135,733,1,88
22,allocentric,-90,930,1,89
22,allocentric,0,703,1,90
22,allocentric,135,1111,1,91
22,allocentric,-135,2311,1,92
22,allocentric,135,725,1,93
22,allocentric,-135,1105,1,94
22,allocentric,-90,909,1,95
22,allocentric,90,592,1,96
22,allocentric,-45,924,1,97
22,allocentric,135,869,1,98
22,allocentric,90,975,1,99
22,allocentric,-90,1466,1,100
22,allocentric,0,965,1,101
22,allocentric,180,930,1,102
22,allocentric,-90,751,1,103
22,allocentric,0,627,1,104
22,allocentric,-45,544,1,105
22,allocentric,180,959,1,106
22,allocentric,-45,715,1,107
22,allocentric,45,533,1,108
22,allocentric,-135,797,1,109
22,allocentric,180,739,1,110
23,allocentric,180,2329.94,1,0
23,allocentric,135,1863.175,1,1
23,allocentric,45,2383.395,1,2
23,allocentric,-90,1241.68,1,3
23,allocentric,45,1132.055,1,4
23,allocentric,180,1499.1,1,5
23,allocentric,45,1015.24,1,6
23,allocentric,90,1477.78,1,7
23,allocentric,0,683.34,1,8
23,allocentric,-45,1099.17,1,9
23,allocentric,135,3200.6,1,10
23,allocentric,-45,1265.35,1,11
23,allocentric,-45,1226.46,1,12
23,allocentric,180,1351.255,1,13
23,allocentric,-90,858.6,1,14
23,allocentric,90,752.295,1,15
23,allocentric,135,978.69,1,16
23,allocentric,-45,751.975,1,17
23,allocentric,45,882.56,1,18
23,allocentric,-135,1353.14,1,19
23,allocentric,-45,1035.13,1,20
23,allocentric,180,1316.855,1,21
23,allocentric,90,974.13,1,22
23,allocentric,-135,896.49,1,23
23,allocentric,0,811.71,1,24
23,allocentric,90,808.37,1,25
23,allocentric,0,782.865,1,26
23,allocentric,-90,964.95,1,27
23,allocentric,135,1014.23,1,28
23,allocentric,180,1006.575,1,29
23,allocentric,-90,1396.095,1,30
23,allocentric,90,819.435,1,31
23,allocentric,90,1099.485,1,32
23,allocentric,45,1132.675,1,33
23,allocentric,-135,893.37,1,34
23,allocentric,-135,1750.695,1,35
23,allocentric,90,1101.495,1,36
23,allocentric,-90,813.33,1,37
23,allocentric,180,948.31,1,38
23,allocentric,-45,1115.815,1,39
23,allocentric,0,751.27,1,40
23,allocentric,180,929.745,1,41
23,allocentric,-135,966.485,1,42
23,allocentric,0,1105.46,1,43
23,allocentric,180,1232.44,1,44
23,allocentric,-135,876.59,1,45
23,allocentric,-90,800.235,1,46
23,allocentric,45,830.275,1,47
23,allocentric,135,2211.375,1,48
23,allocentric,90,896.505,1,49
23,allocentric,-135,720.845,1,50
23,allocentric,180,1266.02,1,51
23,allocentric,180,1265.765,1,52
23,allocentric,180,1598.315,1,53
23,allocentric,90,691.255,1,54
23,allocentric,-90,691.45,1,55
23,allocentric,-45,1124.995,1,56
23,allocentric,180,1256.685,1,57
23,allocentric,180,1157.015,1,58
23,allocentric,-45,693.595,1,59
23,allocentric,45,731.46,1,60
23,allocentric,90,803.935,1,61
23,allocentric,-45,1097.015,1,62
23,allocentric,-135,951.55,1,63
23,allocentric,-45,1285.455,1,64
23,allocentric,-135,2081.99,1,65
23,allocentric,0,931.25,1,66
23,allocentric,45,1280.105,1,67
23,allocentric,90,985.95,1,68
23,allocentric,-45,718.5,1,69
23,allocentric,0,965.92,1,70
23,allocentric,-90,1274.765,1,71
23,allocentric,-45,832.68,1,72
23,allocentric,0,916.29,1,73
23,allocentric,0,2495.885,1,74
23,allocentric,45,1036.95,1,75
23,allocentric,0,791.74,1,76
23,allocentric,45,767.175,1,77
23,allocentric,135,918.225,1,78
23,allocentric,0,622.055,1,79
23,allocentric,-90,1488.41,1,80
23,allocentric,45,648.885,1,81
23,allocentric,180,1463.09,1,82
23,allocentric,135,1198.75,1,83
23,allocentric,-90,874.73,1,84
23,allocentric,-45,590.535,1,85
23,allocentric,-90,658.7,1,86
23,allocentric,-135,1308.335,1,87
23,allocentric,135,757.41,1,88
23,allocentric,135,933.59,1,89
23,allocentric,90,934.895,1,90
23,allocentric,90,590.315,1,91
23,allocentric,135,714.715,1,92
23,allocentric,-90,564.075,1,93
23,allocentric,135,667.305,1,94
23,allocentric,135,752.24,1,95
23,allocentric,90,549.845,1,96
23,allocentric,-45,673.415,1,97
23,allocentric,-90,777.16,1,98
23,allocentric,135,921.615,1,99
23,allocentric,-135,880.22,1,100
23,allocentric,0,1227.915,1,101
23,allocentric,-135,636.98,1,102
23,allocentric,-90,604.745,1,103
23,allocentric,0,861.395,1,104
23,allocentric,135,679.89,1,105
23,allocentric,45,652.35,1,106
23,allocentric,0,491.87,1,107
23,allocentric,45,758.935,1,108
23,allocentric,-135,649.84,1,109
23,allocentric,45,500.335,1,110
23,egocentric,-90,2706.195,1,0
23,egocentric,-135,1856.115,1,1
23,egocentric,180,1368.98,1,2
23,egocentric,135,1299.67,1,3
23,egocentric,180,3767.96,1,4
23,egocentric,45,1132.855,1,5
23,egocentric,90,5027.525,1,6
23,egocentric,-90,930.405,1,7
23,egocentric,45,1086.48,1,8
23,egocentric,-135,1475.455,1,9
23,egocentric,-90,832.075,1,10
23,egocentric,-90,910.665,1,11
23,egocentric,135,997.24,1,12
23,egocentric,180,1579.615,1,13
23,egocentric,0,1185.645,1,14
23,egocentric,135,1270.25,1,15
23,egocentric,90,1325.95,1,16
23,egocentric,-135,1595.75,1,17
23,egocentric,-45,978.485,1,18
23,egocentric,135,5450.085,1,19
23,egocentric,-135,1116.365,1,20
23,egocentric,0,811.995,1,21
23,egocentric,45,932.875,1,22
23,egocentric,135,3581.52,1,23
23,egocentric,180,1483.56,1,24
23,egocentric,-45,1067.795,1,25
23,egocentric,180,2690.795,1,26
23,egocentric,-135,972.145,1,27
23,egocentric,135,889.45,1,28
23,egocentric,90,833.925,1,29
23,egocentric,135,615.7,1,30
23,egocentric,-45,1010.33,1,31
23,egocentric,0,1258.73,1,32
23,egocentric,-90,807.37,1,33
23,egocentric,-135,798.915,1,34
23,egocentric,90,816.53,1,35
23,egocentric,90,874.805,1,36
23,egocentric,-90,667.43,1,37
23,egocentric,90,560.46,1,38
23,egocentric,-45,691.415,1,39
23,egocentric,0,565.64,1,40
23,egocentric,-90,785.485,1,41
23,egocentric,0,781.65,1,42
23,egocentric,180,1653.48,1,43
23,egocentric,-135,859.655,1,44
23,egocentric,135,1439.795,1,45
23,egocentric,135,1187.385,1,46
23,egocentric,-135,934.22,1,47
23,egocentric,0,845.14,1,48
23,egocentric,45,699.56,1,49
23,egocentric,0,1014.205,1,50
23,egocentric,-90,692.405,1,51
23,egocentric,-90,886.88,1,52
23,egocentric,90,696.955,1,53
23,egocentric,0,774.335,1,54
23,egocentric,0,658.52,1,55
23,egocentric,-90,750.625,1,56
23,egocentric,135,870.87,1,57
23,egocentric,0,691.125,1,58
23,egocentric,45,760.35,1,59
23,egocentric,-45,634.74,1,60
23,egocentric,90,691.125,1,61
23,egocentric,180,1299.84,1,62
23,egocentric,180,2386.91,1,63
23,egocentric,90,991.535,1,64
23,egocentric,-90,1448.715,1,65
23,egocentric,-45,721.92,1,66
23,egocentric,180,2171.295,1,67
23,egocentric,90,1112.89,1,68
23,egocentric,-45,736.125,1,69
23,egocentric,-45,908.3,1,70
23,egocentric,180,1197.905,1,71
23,egocentric,45,609.94,1,72
23,egocentric,45,516.835,1,73
23,egocentric,135,1309.105,1,74
23,egocentric,45,3675.475,1,75
23,egocentric,45,828.115,1,76
23,egocentric,90,582.11,1,77
23,egocentric,0,1000.1,1,78
23,egocentric,0,818.43,1,79
23,egocentric,45,613.77,1,80
23,egocentric,180,1330.61,1,81
23,egocentric,-45,596.07,1,82
23,egocentric,180,995.295,1,83
23,egocentric,90,668.065,1,84
23,egocentric,-90,848.895,1,85
23,egocentric,45,672.615,1,86
23,egocentric,-45,656.01,1,87
23,egocentric,-135,846.825,1,88
23,egocentric,45,558.27,1,89
23,egocentric,-135,1007.975,1,90
23,egocentric,135,786.41,1,91
23,egocentric,-90,1359.3,1,92
23,egocentric,0,683.255,1,93
23,egocentric,90,584.36,1,94
23,egocentric,-135,786.08,1,95
23,egocentric,-135,614.605,1,96
23,egocentric,-45,521.865,1,97
23,egocentric,180,959.265,1,98
23,egocentric,90,782.835,1,99
23,egocentric,45,620.49,1,100
23,egocentric,-90,629.5,1,101
23,egocentric,-45,880.8,1,102
23,egocentric,-135,768.36,1,103
23,egocentric,-135,701.825,1,104
23,egocentric,180,894.77,1,105
23,egocentric,135,1081.8,0,106
23,egocentric,-45,727.455,1,107
23,egocentric,0,651.81,1,108
23,egocentric,45,1515.505,1,109
23,egocentric,135,638.855,1,110
24,egocentric,-90,865.58,1,0
24,egocentric,135,1026.075,1,1
24,egocentric,135,883.09,1,2
24,egocentric,-135,1200.29,1,3
24,egocentric,90,912.82,1,4
24,egocentric,-135,1234.035,1,5
24,egocentric,90,949.225,1,6
24,egocentric,45,783.045,1,7
24,egocentric,-45,881.11,1,8
24,egocentric,45,714.635,1,9
24,egocentric,90,882.99,1,10
24,egocentric,-135,2116.54,1,11
24,egocentric,180,1665.48,1,12
24,egocentric,-45,932.985,1,13
24,egocentric,-90,749.3,1,14
24,egocentric,0,898.93,1,15
24,egocentric,0,831.375,1,16
24,egocentric,180,982.255,1,17
24,egocentric,-45,880.455,1,18
24,egocentric,90,1082.055,1,19
24,egocentric,0,696.905,1,20
24,egocentric,-90,739.86,1,21
24,egocentric,-90,750.215,1,22
24,egocentric,-45,664.24,1,23
24,egocentric,45,618.53,1,24
24,egocentric,90,615.69,1,25
24,egocentric,180,983.775,0,26
24,egocentric,180,999.57,1,27
24,egocentric,-90,583.23,1,28
24,egocentric,-90,716.59,1,29
24,egocentric,-45,681.56,1,30
24,egocentric,90,634.015,1,31
24,egocentric,135,682.96,1,32
24,egocentric,0,667.62,1,33
24,egocentric,-90,634.235,1,34
24,egocentric,-45,666.595,1,35
24,egocentric,90,650.785,1,36
24,egocentric,180,846.89,1,37
24,egocentric,135,917.435,1,38
24,egocentric,90,733.545,1,39
24,egocentric,-90,834.095,1,40
24,egocentric,0,650.45,1,41
24,egocentric,45,632.905,1,42
24,egocentric,180,844.855,1,43
24,egocentric,45,799.29,1,44
24,egocentric,0,667.21,1,45
24,egocentric,-45,850.235,1,46
24,egocentric,0,749.5,1,47
24,egocentric,135,1046.35,1,48
24,egocentric,45,799.95,1,49
24,egocentric,180,883.38,1,50
24,egocentric,135,1084.63,1,51
24,egocentric,0,851.21,1,52
24,egocentric,0,666.38,1,53
24,egocentric,-135,916.635,1,54
24,egocentric,-45,750.58,1,55
24,egocentric,45,699.47,1,56
24,egocentric,180,1034.36,1,57
24,egocentric,135,953.005,1,58
24,egocentric,180,1151.445,1,59
24,egocentric,-45,683.05,1,60
24,egocentric,-135,716.325,1,61
24,egocentric,45,732.275,1,62
24,egocentric,-90,698.87,1,63
24,egocentric,180,733.41,1,64
24,egocentric,45,699.72,1,65
24,egocentric,-135,799.43,1,66
24,egocentric,45,716.485,1,67
24,egocentric,135,834.31,1,68
24,egocentric,-135,798.095,1,69
24,egocentric,180,1097.49,1,70
24,egocentric,90,780.125,1,71
24,egocentric,135,922.565,1,72
24,egocentric,135,836.45,1,73
24,egocentric,-45,698.855,1,74
24,egocentric,-135,863.23,1,75
24,egocentric,45,615.705,1,76
24,egocentric,90,584.695,1,77
24,egocentric,0,551.035,1,78
24,egocentric,-135,684.065,1,79
24,egocentric,0,752.425,1,80
24,egocentric,90,648.34,1,81
24,egocentric,-45,549.72,1,82
24,egocentric,135,833.435,1,83
24,egocentric,0,685.2,1,84
24,egocentric,135,1116.305,1,85
24,egocentric,180,1100.49,1,86
24,egocentric,-135,917.375,1,87
24,egocentric,90,651.28,1,88
24,egocentric,-90,767.355,1,89
24,egocentric,-90,815.825,1,90
24,egocentric,-135,950.725,1,91
24,egocentric,-45,799.305,1,92
24,egocentric,-90,733.57,1,93
24,egocentric,45,733.12,1,94
24,egocentric,-45,632.615,1,95
24,egocentric,-135,715.03,1,96
24,egocentric,-90,616.635,1,97
24,egocentric,0,600.57,1,98
24,egocentric,180,781.175,1,99
24,egocentric,45,566.32,1,100
24,egocentric,-135,682.745,1,101
24,egocentric,135,766.385,1,102
24,egocentric,90,632.485,1,103
24,egocentric,0,598.725,1,104
24,egocentric,90,730.83,1,105
24,egocentric,135,831.42,1,106
24,egocentric,-135,849.56,1,107
24,egocentric,180,1066.165,1,108
24,egocentric,-90,718.295,1,109
24,egocentric,45,660.255,1,110
24,allocentric,-135,1384.2,1,0
24,allocentric,0,833.655,1,1
24,allocentric,45,749.3,1,2
24,allocentric,135,949.64,1,3
24,allocentric,-90,949.52,1,4
24,allocentric,-45,698.305,1,5
24,allocentric,135,1132.96,1,6
24,allocentric,90,615.23,1,7
24,allocentric,45,900.53,1,8
24,allocentric,-45,784.44,1,9
24,allocentric,90,781.76,1,10
24,allocentric,0,781.625,1,11
24,allocentric,135,934.31,1,12
24,allocentric,-45,784.02,1,13
24,allocentric,0,750.725,1,14
24,allocentric,-135,1200.065,1,15
24,allocentric,0,781.895,1,16
24,allocentric,45,750.38,1,17
24,allocentric,45,782.185,1,18
24,allocentric,-90,1031.87,1,19
24,allocentric,-135,949.535,1,20
24,allocentric,-45,680.4,1,21
24,allocentric,135,916.34,1,22
24,allocentric,90,866.925,1,23
24,allocentric,-45,799.625,1,24
24,allocentric,-90,701.115,1,25
24,allocentric,-135,1483.725,1,26
24,allocentric,45,1016.535,1,27
24,allocentric,180,1234.24,1,28
24,allocentric,0,999.525,1,29
24,allocentric,0,585.375,1,30
24,allocentric,45,783.4,1,31
24,allocentric,-90,1082.645,1,32
24,allocentric,45,1332.02,1,33
24,allocentric,90,1100.895,1,34
24,allocentric,90,1120.985,1,35
24,allocentric,90,999.72,1,36
24,allocentric,-135,1050.415,1,37
24,allocentric,0,934.04,1,38
24,allocentric,-90,800.425,1,39
24,allocentric,-90,1050.26,1,40
24,allocentric,180,899.89,1,41
24,allocentric,135,865.505,1,42
24,allocentric,-90,1019.21,1,43
24,allocentric,135,832.775,1,44
24,allocentric,45,782.615,1,45
24,allocentric,-135,1051.605,1,46
24,allocentric,45,684.095,1,47
24,allocentric,-135,817.59,1,48
24,allocentric,-45,916.34,1,49
24,allocentric,180,851.785,0,50
24,allocentric,-45,1000.305,0,51
24,allocentric,0,749.46,1,52
24,allocentric,180,1064.78,1,53
24,allocentric,-45,899.375,1,54
24,allocentric,-45,916.73,1,55
24,allocentric,180,1282.21,1,56
24,allocentric,45,899.695,1,57
24,allocentric,-135,1269.65,1,58
24,allocentric,-45,1249.395,1,59
24,allocentric,-90,816.58,1,60
24,allocentric,90,834,1,61
24,allocentric,135,784.39,1,62
24,allocentric,180,1199.34,1,63
24,allocentric,45,777.72,1,64
24,allocentric,90,1116.18,1,65
24,allocentric,180,2000.72,1,66
24,allocentric,-135,849.34,1,67
24,allocentric,135,1476.49,1,68
24,allocentric,-90,1817.465,1,69
24,allocentric,135,800.62,1,70
24,allocentric,45,915.675,1,71
24,allocentric,90,698.71,1,72
24,allocentric,0,834.16,1,73
24,allocentric,180,1165.025,1,74
24,allocentric,45,816.925,1,75
24,allocentric,-90,767.21,1,76
24,allocentric,90,1019.69,1,77
24,allocentric,-135,900.46,1,78
24,allocentric,180,1135.905,1,79
24,allocentric,-45,782.01,1,80
24,allocentric,-90,716.48,1,81
24,allocentric,90,715.875,1,82
24,allocentric,-90,1083.705,1,83
24,allocentric,-45,1284.19,1,84
24,allocentric,-90,1001.59,1,85
24,allocentric,180,2016.715,1,86
24,allocentric,-45,817.275,1,87
24,allocentric,45,751.41,1,88
24,allocentric,90,765.665,1,89
24,allocentric,0,785.725,1,90
24,allocentric,135,1500.53,1,91
24,allocentric,180,1582.79,1,92
24,allocentric,-45,901.43,1,93
24,allocentric,180,1465.15,1,94
24,allocentric,135,1067.825,1,95
24,allocentric,135,1065.545,1,96
24,allocentric,90,699.35,1,97
24,allocentric,90,1361.275,1,98
24,allocentric,-135,1567.14,1,99
24,allocentric,-135,1099.69,1,100
24,allocentric,-135,1178.35,1,101
24,allocentric,0,1016.68,1,102
24,allocentric,0,734.15,1,103
24,allocentric,135,1633.735,1,104
24,allocentric,135,1168.35,1,105
24,allocentric,0,783.395,1,106
24,allocentric,180,1633.74,1,107
24,allocentric,180,1382.485,1,108
24,allocentric,0,1784.17,1,109
24,allocentric,-90,1483.125,1,110
25,egocentric,-90,990,0,0
25,egocentric,-90,756,0,1
25,egocentric,-45,976,1,2
25,egocentric,-135,1320,1,3
25,egocentric,45,1069,0,4
25,egocentric,45,1694,1,5
25,egocentric,-135,4159,1,6
25,egocentric,90,1440,1,7
25,egocentric,-135,1643,1,8
25,egocentric,135,1606,1,9
25,egocentric,180,1554,1,10
25,egocentric,180,1041,0,11
25,egocentric,180,3443,1,12
25,egocentric,-135,3344,1,13
25,egocentric,180,1698,1,14
25,egocentric,180,2061,1,15
25,egocentric,0,1059,1,16
25,egocentric,180,1519,1,17
25,egocentric,-45,846,1,18
25,egocentric,0,956,1,19
25,egocentric,-90,995,1,20
25,egocentric,45,994,1,21
25,egocentric,90,1009,1,22
25,egocentric,90,1193,1,23
25,egocentric,-45,1173,1,24
25,egocentric,90,1008,1,25
25,egocentric,135,3142,1,26
25,egocentric,-45,928,1,27
25,egocentric,90,1486,1,28
25,egocentric,-45,1140,1,29
25,egocentric,90,1456,1,30
25,egocentric,135,878,1,31
25,egocentric,0,762,1,32
25,egocentric,45,954,1,33
25,egocentric,0,923,1,34
25,egocentric,-135,2173,1,35
25,egocentric,-135,2043,1,36
25,egocentric,90,1316,1,37
25,egocentric,-135,1359,1,38
25,egocentric,180,1690,1,39
25,egocentric,-90,1172,1,40
25,egocentric,0,825,1,41
25,egocentric,0,782,1,42
25,egocentric,-90,1628,1,43
25,egocentric,-135,1471,1,44
25,egocentric,0,725,1,45
25,egocentric,-90,1004,1,46
25,egocentric,180,1509,1,47
25,egocentric,-45,928,1,48
25,egocentric,135,1986,1,49
25,egocentric,-90,1959,1,50
25,egocentric,135,1893,1,51
25,egocentric,0,841,1,52
25,egocentric,-135,2125,1,53
25,egocentric,135,1694,1,54
25,egocentric,-135,1191,1,55
25,egocentric,180,1777,1,56
25,egocentric,90,928,1,57
25,egocentric,45,894,1,58
25,egocentric,-45,1186,1,59
25,egocentric,135,1177,1,60
25,egocentric,90,1128,1,61
25,egocentric,-90,1363,1,62
25,egocentric,180,1580,1,63
25,egocentric,0,824,1,64
25,egocentric,-45,908,1,65
25,egocentric,45,860,1,66
25,egocentric,90,941,0,67
25,egocentric,0,660,1,68
25,egocentric,-45,1091,1,69
25,egocentric,45,839,1,70
25,egocentric,90,1269,1,71
25,egocentric,135,1410,1,72
