trial,ID,cue,direction,response,rt,choice,correct,condition,mean_C,sd_C,trial_type
1,chch04,left,left,0,0.3984758740043617,left,1,valid,0.7345113326619624,0.2437698370620411,OK
2,chch04,left,left,0,0.47943379100615857,left,1,valid,0.7345113326619624,0.2437698370620411,OK
3,chch04,left,left,1,0.5911643740037107,right,0,valid,0.7345113326619624,0.2437698370620411,OK
4,chch04,right,left,0,0.44720166600018274,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
5,chch04,none,left,0,0.4702366659985273,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
6,chch04,left,left,0,0.5163034990036977,left,1,valid,0.7345113326619624,0.2437698370620411,OK
7,chch04,right,left,0,0.49795095800072886,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
8,chch04,left,left,0,0.5254715410046629,left,1,valid,0.7345113326619624,0.2437698370620411,OK
9,chch04,none,left,0,0.4937032489979174,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
10,chch04,none,right,0,0.4355022500021733,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
11,chch04,left,left,0,0.6299002910018316,left,1,valid,0.7345113326619624,0.2437698370620411,OK
12,chch04,left,left,0,0.4049147490004543,left,1,valid,0.7345113326619624,0.2437698370620411,OK
13,chch04,none,right,1,0.6957283329975326,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
14,chch04,none,left,0,0.4181991250006831,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
15,chch04,right,right,1,0.4780652069966891,right,1,valid,0.7345113326619624,0.2437698370620411,OK
16,chch04,none,left,0,0.46305849900090834,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
17,chch04,none,left,0,0.4921101660002023,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
18,chch04,none,right,0,0.4564954990055412,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
19,chch04,left,right,1,0.5838911249957164,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
20,chch04,right,left,1,0.5413540820009075,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
21,chch04,right,right,1,0.5193080829994869,right,1,valid,0.7345113326619624,0.2437698370620411,OK
22,chch04,left,left,1,0.5690779159995145,right,0,valid,0.7345113326619624,0.2437698370620411,OK
23,chch04,left,right,1,0.5245002490046318,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
24,chch04,right,right,1,0.5617350410029758,right,1,valid,0.7345113326619624,0.2437698370620411,OK
25,chch04,none,right,1,0.6387828329970944,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
26,chch04,none,left,0,0.4536304989960626,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
27,chch04,none,right,1,0.5311515409994172,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
28,chch04,none,right,1,0.6859762910025893,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
29,chch04,left,left,0,0.5363560409969068,left,1,valid,0.7345113326619624,0.2437698370620411,OK
30,chch04,left,left,1,0.69795212399913,right,0,valid,0.7345113326619624,0.2437698370620411,OK
31,chch04,left,left,0,0.9884854990013991,left,1,valid,0.7345113326619624,0.2437698370620411,OK
32,chch04,none,right,1,0.5518122079956811,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
33,chch04,right,right,1,0.6297970830055419,right,1,valid,0.7345113326619624,0.2437698370620411,OK
34,chch04,right,right,0,0.649018916003115,left,0,valid,0.7345113326619624,0.2437698370620411,OK
35,chch04,right,right,1,0.544434873998398,right,1,valid,0.7345113326619624,0.2437698370620411,OK
36,chch04,right,right,1,0.9215561660021194,right,1,valid,0.7345113326619624,0.2437698370620411,OK
37,chch04,none,left,0,0.6238952490020893,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
38,chch04,right,right,1,0.6217615820060018,right,1,valid,0.7345113326619624,0.2437698370620411,OK
39,chch04,right,left,0,0.5107641249996959,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
40,chch04,left,left,0,0.5276316239978769,left,1,valid,0.7345113326619624,0.2437698370620411,OK
41,chch04,none,right,1,0.6600740409994614,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
42,chch04,none,left,0,0.5461125829970115,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
43,chch04,right,right,1,0.49859474900586065,right,1,valid,0.7345113326619624,0.2437698370620411,OK
44,chch04,none,left,0,0.7088285409990931,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
45,chch04,none,left,0,0.5962282500040601,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
46,chch04,none,right,0,0.5656338740009232,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
47,chch04,left,left,0,0.6269130829969072,left,1,valid,0.7345113326619624,0.2437698370620411,OK
48,chch04,none,right,1,0.6460213329992257,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
49,chch04,none,right,1,0.5391729569964809,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
50,chch04,left,left,0,0.4608615410033962,left,1,valid,0.7345113326619624,0.2437698370620411,OK
51,chch04,none,right,1,0.5492824989996734,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
52,chch04,none,right,1,0.6025532069979818,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
53,chch04,none,left,0,0.596061374002602,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
54,chch04,none,right,1,0.640640165998775,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
55,chch04,right,right,1,0.6813234159999411,right,1,valid,0.7345113326619624,0.2437698370620411,OK
56,chch04,none,left,0,0.4241522910015192,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
57,chch04,left,left,0,0.6182183740020264,left,1,valid,0.7345113326619624,0.2437698370620411,OK
58,chch04,none,left,0,0.5890624989988282,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
59,chch04,left,right,1,0.5196682499954477,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
60,chch04,none,left,0,0.7231667079977342,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
61,chch04,right,right,1,0.44300133199431,right,1,valid,0.7345113326619624,0.2437698370620411,OK
62,chch04,none,left,0,0.5967144160022144,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
63,chch04,none,right,1,0.4711895820000791,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
64,chch04,right,right,1,0.5246630830006325,right,1,valid,0.7345113326619624,0.2437698370620411,OK
65,chch04,none,right,1,0.4653591660025995,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
66,chch04,left,right,1,0.5804146660011611,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
67,chch04,right,right,1,0.6465619160007918,right,1,valid,0.7345113326619624,0.2437698370620411,OK
68,chch04,none,right,0,0.8316412080021109,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
69,chch04,right,right,0,0.5019532070000423,left,0,valid,0.7345113326619624,0.2437698370620411,OK
70,chch04,none,right,1,0.5788978739947197,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
71,chch04,none,left,0,0.543402082999819,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
72,chch04,right,right,1,0.5415765829966404,right,1,valid,0.7345113326619624,0.2437698370620411,OK
73,chch04,right,right,1,0.4951794989974587,right,1,valid,0.7345113326619624,0.2437698370620411,OK
74,chch04,none,left,1,0.6369023329971242,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
75,chch04,none,left,0,0.42835558200022206,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
76,chch04,none,left,0,0.552745416003745,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
77,chch04,none,left,0,0.7255140410052263,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
78,chch04,none,right,1,0.47710916600044584,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
79,chch04,none,right,1,0.5937381240000832,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
80,chch04,left,left,0,0.5030886660024407,left,1,valid,0.7345113326619624,0.2437698370620411,OK
81,chch04,none,right,1,0.6191478319960879,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
82,chch04,left,left,0,0.4297660819938755,left,1,valid,0.7345113326619624,0.2437698370620411,OK
83,chch04,right,right,1,0.5824378739998792,right,1,valid,0.7345113326619624,0.2437698370620411,OK
84,chch04,none,right,1,0.5785366249983781,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
85,chch04,none,left,0,0.5215517489996273,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
86,chch04,left,left,0,0.4346805820023292,left,1,valid,0.7345113326619624,0.2437698370620411,OK
87,chch04,none,right,1,0.5753188739981852,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
88,chch04,left,right,0,0.6386381240008632,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
89,chch04,none,right,1,0.6554064159936388,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
90,chch04,right,right,0,0.6446469160000561,left,0,valid,0.7345113326619624,0.2437698370620411,OK
91,chch04,right,right,1,0.5095554159997846,right,1,valid,0.7345113326619624,0.2437698370620411,OK
92,chch04,none,right,0,0.6098807080052211,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
93,chch04,none,left,0,0.5285585829988122,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
94,chch04,left,left,0,0.4662040410039481,left,1,valid,0.7345113326619624,0.2437698370620411,OK
95,chch04,right,right,1,0.559365291002905,right,1,valid,0.7345113326619624,0.2437698370620411,OK
96,chch04,none,left,0,0.4719682499999181,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
97,chch04,none,left,0,0.561718999997538,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
98,chch04,none,left,0,0.5022067079989938,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
99,chch04,none,right,1,0.7041142489979393,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
100,chch04,none,left,0,0.5336980829961249,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
101,chch04,none,left,0,0.4274546239976189,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
102,chch04,none,right,1,0.6094713330021477,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
103,chch04,left,left,0,0.46331549999740673,left,1,valid,0.7345113326619624,0.2437698370620411,OK
104,chch04,right,left,0,0.4892958739947062,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
105,chch04,none,left,0,0.4964342910025152,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
106,chch04,none,right,1,0.7210734990003402,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
107,chch04,none,right,1,0.6824337069992907,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
108,chch04,none,right,1,0.7082293320054305,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
109,chch04,none,left,0,0.4797287080000387,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
110,chch04,right,right,0,0.5113463750021765,left,0,valid,0.7345113326619624,0.2437698370620411,OK
111,chch04,right,right,1,0.6987323749999632,right,1,valid,0.7345113326619624,0.2437698370620411,OK
112,chch04,right,right,0,0.4599357910046819,left,0,valid,0.7345113326619624,0.2437698370620411,OK
113,chch04,none,right,1,0.6674167079981999,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
114,chch04,left,left,0,0.7040950410009827,left,1,valid,0.7345113326619624,0.2437698370620411,OK
115,chch04,right,right,1,0.6435194160003448,right,1,valid,0.7345113326619624,0.2437698370620411,OK
116,chch04,right,right,0,0.48566599899641005,left,0,valid,0.7345113326619624,0.2437698370620411,OK
117,chch04,none,left,0,0.6304770409988123,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
118,chch04,none,left,0,0.698137666004186,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
119,chch04,none,left,0,0.5212273750003078,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
120,chch04,none,left,1,0.6048067909941892,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
121,chch04,right,right,1,0.6522961660011788,right,1,valid,0.7345113326619624,0.2437698370620411,OK
122,chch04,left,left,0,0.5426355829986278,left,1,valid,0.7345113326619624,0.2437698370620411,OK
123,chch04,none,left,0,0.5492257500009146,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
124,chch04,none,left,0,0.5421294160041725,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
125,chch04,left,left,0,0.5050744990003295,left,1,valid,0.7345113326619624,0.2437698370620411,OK
126,chch04,left,left,0,0.3955713739997009,left,1,valid,0.7345113326619624,0.2437698370620411,OK
127,chch04,none,right,1,0.6284519159962656,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
128,chch04,right,right,1,0.5340245410043281,right,1,valid,0.7345113326619624,0.2437698370620411,OK
129,chch04,none,right,1,0.5025263740026276,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
130,chch04,none,right,1,0.6101842909993138,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
131,chch04,none,left,0,0.5096994570048992,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
132,chch04,left,left,0,0.4796010409991141,left,1,valid,0.7345113326619624,0.2437698370620411,OK
133,chch04,left,left,0,0.4861134579987265,left,1,valid,0.7345113326619624,0.2437698370620411,OK
134,chch04,none,right,0,0.6458745819982141,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
135,chch04,none,right,1,0.44670162400143454,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
136,chch04,left,left,0,0.6112588329997379,left,1,valid,0.7345113326619624,0.2437698370620411,OK
137,chch04,right,right,1,0.5494524579989957,right,1,valid,0.7345113326619624,0.2437698370620411,OK
138,chch04,right,left,0,0.512658375002502,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
139,chch04,left,right,1,0.4974684159969911,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
140,chch04,none,left,0,0.5603113739998662,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
141,chch04,left,left,0,0.4637738330056891,left,1,valid,0.7345113326619624,0.2437698370620411,OK
142,chch04,left,right,1,0.5313961240026401,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
143,chch04,right,right,0,0.5021613330027321,left,0,valid,0.7345113326619624,0.2437698370620411,OK
144,chch04,none,right,1,0.4939688749946072,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
145,chch04,none,left,0,0.4781730830000015,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
146,chch04,none,left,0,0.7929766239976743,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
147,chch04,none,right,1,0.4846315409959061,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
148,chch04,right,left,1,0.6139764990002732,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
149,chch04,left,left,0,0.7105272499975399,left,1,valid,0.7345113326619624,0.2437698370620411,OK
150,chch04,none,right,1,0.47241337400191696,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
151,chch04,none,right,1,0.46615449999808334,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
152,chch04,left,right,1,0.5682002910034498,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
153,chch04,left,left,0,0.5043892500034417,left,1,valid,0.7345113326619624,0.2437698370620411,OK
154,chch04,left,left,0,0.7465027910002391,left,1,valid,0.7345113326619624,0.2437698370620411,OK
155,chch04,right,left,1,0.5175270410036319,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
156,chch04,right,right,1,0.4491472080044332,right,1,valid,0.7345113326619624,0.2437698370620411,OK
157,chch04,right,right,1,0.5025497080059722,right,1,valid,0.7345113326619624,0.2437698370620411,OK
158,chch04,right,right,1,0.5497366659983527,right,1,valid,0.7345113326619624,0.2437698370620411,OK
159,chch04,none,left,0,0.4961033750005299,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
160,chch04,left,left,0,0.5444833750007092,left,1,valid,0.7345113326619624,0.2437698370620411,OK
161,chmi14,none,left,1,1.0336341010406611,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
162,chmi14,left,left,1,1.1442344828974456,right,0,valid,0.7345113326619624,0.2437698370620411,OK
163,chmi14,left,left,0,1.2760984799824655,left,1,valid,0.7345113326619624,0.2437698370620411,OK
164,chmi14,right,right,1,0.7735629130620509,right,1,valid,0.7345113326619624,0.2437698370620411,OK
165,chmi14,none,right,1,1.3854411190841347,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
166,chmi14,left,right,1,1.1862843190319836,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
167,chmi14,left,right,0,0.9517180728726088,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
168,chmi14,none,left,1,1.3228695502039045,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
169,chmi14,none,right,1,0.8475370609667152,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
170,chmi14,none,left,0,0.9294670578092336,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
171,chmi14,left,left,0,1.0280241461005062,left,1,valid,0.7345113326619624,0.2437698370620411,OK
172,chmi14,none,right,0,0.9709417980629952,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
173,chmi14,left,left,0,1.1297918148338797,left,1,valid,0.7345113326619624,0.2437698370620411,OK
174,chmi14,none,left,1,0.9087735018692912,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
175,chmi14,none,right,0,0.91830641007982206,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
176,chmi14,none,right,1,0.842106148134917,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
177,chmi14,right,right,1,0.7100296001881361,right,1,valid,0.7345113326619624,0.2437698370620411,OK
178,chmi14,none,left,0,0.6079809980001301,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
179,chmi14,none,left,1,0.640692553948611,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
180,chmi14,left,left,0,0.7593986801803112,left,1,valid,0.7345113326619624,0.2437698370620411,OK
181,chmi14,none,right,1,0.7050887709483504,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
182,chmi14,left,left,1,0.8346335280220956,right,0,valid,0.7345113326619624,0.2437698370620411,OK
183,chmi14,none,right,1,0.8176820259541273,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
184,chmi14,none,left,1,0.898633228149265,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
185,chmi14,none,right,1,0.8179582010488957,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
186,chmi14,right,right,0,0.777533067157492,left,0,valid,0.7345113326619624,0.2437698370620411,OK
187,chmi14,right,left,0,0.9749869019724428,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
188,chmi14,right,right,1,0.8603640629444271,right,1,valid,0.7345113326619624,0.2437698370620411,OK
189,chmi14,left,left,0,0.8284516118001193,left,1,valid,0.7345113326619624,0.2437698370620411,OK
190,chmi14,left,right,0,1.1891574698965997,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
191,chmi14,left,left,0,1.0825883101206273,left,1,valid,0.7345113326619624,0.2437698370620411,OK
192,chmi14,left,left,1,1.4628893190529195,right,0,valid,0.7345113326619624,0.2437698370620411,OK
193,chmi14,left,left,0,1.407912601949647,left,1,valid,0.7345113326619624,0.2437698370620411,OK
194,chmi14,right,left,0,1.1896614599972963,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
195,chmi14,none,right,0,1.2490251432172954,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
196,chmi14,right,left,0,1.2024593690875918,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
197,chmi14,none,left,1,1.3127763168886304,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
198,chmi14,none,left,1,1.077402993105352,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
199,chmi14,none,left,0,1.2272665528580546,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
200,chmi14,left,left,1,1.1469092008192092,right,0,valid,0.7345113326619624,0.2437698370620411,OK
201,chmi14,none,left,0,1.4123584718909117,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
202,chmi14,right,right,1,0.8269414950627834,right,1,valid,0.7345113326619624,0.2437698370620411,OK
203,chmi14,right,right,1,1.0938237719237804,right,1,valid,0.7345113326619624,0.2437698370620411,OK
204,chmi14,none,right,1,1.1554694399237633,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
205,chmi14,right,right,1,1.062757604988292,right,1,valid,0.7345113326619624,0.2437698370620411,OK
206,chmi14,right,right,1,1.0782441929914055,right,1,valid,0.7345113326619624,0.2437698370620411,OK
207,chmi14,none,right,0,1.274112784070894,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
208,chmi14,left,left,0,1.3183859831187874,left,1,valid,0.7345113326619624,0.2437698370620411,OK
209,chmi14,none,left,0,1.2976446819957346,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
210,chmi14,right,right,1,1.2255103450734168,right,1,valid,0.7345113326619624,0.2437698370620411,OK
211,chmi14,none,left,0,1.3299237340688703,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
212,chmi14,left,left,0,1.4442738671787083,left,1,valid,0.7345113326619624,0.2437698370620411,OK
213,chmi14,right,right,1,1.2871588640846312,right,1,valid,0.7345113326619624,0.2437698370620411,OK
214,chmi14,none,left,0,1.2382882740348575,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
215,chmi14,right,right,0,1.1449549500830472,left,0,valid,0.7345113326619624,0.2437698370620411,OK
216,chmi14,none,right,1,1.3097319430671632,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
217,chmi14,left,left,0,1.2771743868943304,left,1,valid,0.7345113326619624,0.2437698370620411,OK
218,chmi14,right,right,1,1.2422448031138629,right,1,valid,0.7345113326619624,0.2437698370620411,OK
219,chmi14,none,left,0,1.2955557329114529,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
220,chmi14,right,right,0,0.936025246977806,left,0,valid,0.7345113326619624,0.2437698370620411,OK
221,chmi14,right,right,1,1.0043680211529136,right,1,valid,0.7345113326619624,0.2437698370620411,OK
222,chmi14,none,left,0,1.2810841908212751,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
223,chmi14,right,right,1,1.3652371959760785,right,1,valid,0.7345113326619624,0.2437698370620411,OK
224,chmi14,none,right,0,1.3864095769822598,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
225,chmi14,left,left,0,1.4237930460367352,left,1,valid,0.7345113326619624,0.2437698370620411,OK
226,chmi14,left,right,0,1.11140295304358,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
227,chmi14,none,right,1,1.3415115252137184,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
228,chmi14,none,left,0,1.367261660983786,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
229,chmi14,left,left,0,1.143231051042676,left,1,valid,0.7345113326619624,0.2437698370620411,OK
230,chmi14,none,right,1,1.027784196194261,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
231,chmi14,none,right,1,1.2286626170389354,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
232,chmi14,left,right,1,1.2824338409118354,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
233,chmi14,left,left,0,1.2160058279987425,left,1,valid,0.7345113326619624,0.2437698370620411,OK
234,chmi14,left,left,0,1.106901949038729,left,1,valid,0.7345113326619624,0.2437698370620411,OK
235,chmi14,left,left,0,1.2620779199060053,left,1,valid,0.7345113326619624,0.2437698370620411,OK
236,chmi14,left,left,1,1.351021469105035,right,0,valid,0.7345113326619624,0.2437698370620411,OK
237,chmi14,none,right,1,1.0861160079948604,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
238,chmi14,right,left,1,1.190737423952669,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
239,chmi14,right,left,1,1.2543599719647318,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
240,chmi14,right,right,1,1.0393654140643775,right,1,valid,0.7345113326619624,0.2437698370620411,OK
241,chmi14,left,left,1,1.301215189974755,right,0,valid,0.7345113326619624,0.2437698370620411,OK
242,chmi14,right,left,1,1.1217947169207036,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
243,chmi14,right,right,1,0.9039032950531692,right,1,valid,0.7345113326619624,0.2437698370620411,OK
244,chmi14,none,right,1,1.1517206628341228,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
245,chmi14,left,left,0,0.8274575660470873,left,1,valid,0.7345113326619624,0.2437698370620411,OK
246,chmi14,none,right,1,0.7520895709749311,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
247,chmi14,none,left,0,0.9816201149951668,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
248,chmi14,none,left,1,1.0996499699540436,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
249,chmi14,none,left,1,0.8768602651543915,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
250,chmi14,right,right,1,0.8264090940356255,right,1,valid,0.7345113326619624,0.2437698370620411,OK
251,chmi14,left,left,0,1.098204551031813,left,1,valid,0.7345113326619624,0.2437698370620411,OK
252,chmi14,right,left,1,1.1105185190681368,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
253,chmi14,none,left,1,1.167514142114669,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
254,chmi14,left,left,0,1.1851374481339008,left,1,valid,0.7345113326619624,0.2437698370620411,OK
255,chmi14,right,right,1,0.8413343289867043,right,1,valid,0.7345113326619624,0.2437698370620411,OK
256,chmi14,left,right,1,0.8730266951024532,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
257,chmi14,none,left,1,1.0915722458157688,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
258,chmi14,none,left,0,1.3049751061480492,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
259,chmi14,right,right,1,0.8971875600982457,right,1,valid,0.7345113326619624,0.2437698370620411,OK
260,chmi14,none,left,1,1.2604590009432286,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
261,chmi14,none,right,1,1.005576980067417,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
262,chmi14,none,left,1,1.2973751029931009,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
263,chmi14,right,right,1,0.9739154558628798,right,1,valid,0.7345113326619624,0.2437698370620411,OK
264,chmi14,none,left,0,1.168539522914216,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
265,chmi14,none,left,1,1.1886097800452262,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
266,chmi14,none,left,0,1.0257501739542931,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
267,chmi14,left,left,0,1.263284431071952,left,1,valid,0.7345113326619624,0.2437698370620411,OK
268,chmi14,right,right,1,1.187901480123401,right,1,valid,0.7345113326619624,0.2437698370620411,OK
269,chmi14,none,left,0,0.8140438611153513,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
270,chmi14,none,right,1,0.9954610429704188,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
271,chmi14,none,right,1,1.035464792046696,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
272,chmi14,left,left,1,0.9390853738877922,right,0,valid,0.7345113326619624,0.2437698370620411,OK
273,chmi14,none,left,1,1.075037623057142,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
274,chmi14,none,right,1,0.857396470149979,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
275,chmi14,none,right,1,0.8423304201569408,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
276,chmi14,none,right,1,0.7530928361229599,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
277,chmi14,left,right,1,1.2109279329888525,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
278,chmi14,none,right,1,1.192712235962972,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
279,chmi14,left,left,0,1.051165463170037,left,1,valid,0.7345113326619624,0.2437698370620411,OK
