subj,session,block,trial,set_size,response_size_list,response_size_new_words,tested,response,rt,correct,response_category
3,2,1,16,4,2,0,2,15,2.101,1,correct
3,2,1,17,6,2,2,3,514,1.966,1,correct
3,2,1,18,8,4,4,2,868,2.189,0,intrusion
3,2,1,19,4,2,2,4,956,1.273,1,correct
3,2,1,20,6,6,4,3,99,2.81,1,correct
3,2,1,21,8,1,1,8,1086,1.928,1,correct
3,2,1,22,4,1,1,3,226,1.145,1,correct
3,2,1,23,6,4,4,1,1075,2.061,0,intrusion
3,2,1,24,6,4,0,6,207,2.144,1,correct
3,2,1,25,2,2,0,1,227,0.916,1,correct
3,2,1,26,2,2,2,1,101,2.627,1,correct
3,2,1,27,8,2,0,6,88,3.942,1,correct
3,2,1,28,2,0,0,2,807,-1,1,correct
3,2,2,1,8,8,4,6,1188,7.318,1,correct
3,2,2,2,6,0,0,3,213,-1,0,new
3,2,2,3,8,4,4,1,570,3.548,0,intrusion
3,2,2,4,2,0,0,1,155,-1,1,correct
3,2,2,5,8,0,0,7,408,-1,1,correct
3,2,2,6,8,8,0,7,463,2.787,1,correct
3,2,2,7,8,6,0,2,1040,3.965,0,intrusion
3,2,2,8,8,2,0,8,428,2.668,1,correct
3,2,2,9,2,2,2,2,537,2.242,1,correct
3,2,2,10,4,2,0,3,1045,1.768,1,correct
3,2,2,11,8,2,2,5,883,7.702,1,correct
3,2,2,12,6,6,4,2,2,5.047,1,correct
3,2,2,13,6,4,0,2,317,3.384,1,correct
3,2,2,14,6,2,2,4,1127,1.997,1,correct
3,2,2,15,8,4,0,4,233,7.524,1,correct
3,2,2,16,6,1,1,6,558,2.47,1,correct
3,2,2,17,4,1,1,2,124,2.245,1,correct
3,2,2,18,6,6,0,2,958,2.767,1,correct
3,2,2,19,4,2,2,2,195,3.142,1,correct
3,2,2,20,4,4,4,3,548,2.78,1,correct
3,2,2,21,6,4,4,6,779,2.141,1,correct
3,2,2,22,8,6,4,4,1110,8.299,1,correct
3,2,2,23,6,2,0,4,106,2.273,1,correct
3,2,2,24,2,1,1,1,860,1.234,1,correct
3,2,2,25,8,1,1,7,1076,1.83,1,correct
3,2,2,26,4,4,0,1,20,2.194,1,correct
3,2,2,27,2,2,0,2,1035,2.869,1,correct
3,2,2,28,4,0,0,1,1048,-1,1,correct
3,2,3,1,2,0,0,1,677,-1,1,correct
3,2,3,2,6,0,0,5,954,-1,1,correct
3,2,3,3,6,1,1,2,41,2.672,1,correct
3,2,3,4,8,0,0,3,953,-1,0,new
3,2,3,5,8,4,0,2,262,3.614,0,intrusion
3,2,3,6,8,2,2,6,644,2.179,1,correct
3,2,3,7,8,6,0,1,198,2.824,0,intrusion
3,2,3,8,8,6,4,6,996,2.647,1,correct
3,2,3,9,4,2,2,1,930,1.032,1,correct
3,2,3,10,4,2,0,4,899,1.095,1,correct
3,2,3,11,8,4,4,7,591,3.445,1,correct
3,2,3,12,2,2,0,1,658,1.033,1,correct
3,2,3,13,8,8,4,2,1145,5.781,1,correct
3,2,3,14,6,6,4,6,669,1.179,1,correct
3,2,3,15,2,2,2,2,1169,1.048,1,correct
3,2,3,16,8,1,1,1,112,2.026,1,correct
3,2,3,17,8,2,0,3,205,3.17,0,intrusion
3,2,3,18,4,4,0,3,879,1.578,1,correct
3,2,3,19,6,2,0,5,580,2.608,1,correct
3,2,3,20,4,0,0,2,557,-1,1,correct
3,2,3,21,6,6,0,4,475,2.853,1,correct
3,2,3,22,8,8,0,8,486,2.892,1,correct
3,2,3,23,6,4,0,3,1116,3.01,1,correct
3,2,3,24,6,2,2,6,1090,2.676,1,correct
3,2,3,25,4,4,4,1,118,3.657,1,correct
3,2,3,26,2,1,1,1,1041,1.041,1,correct
3,2,3,27,4,1,1,4,739,2.005,1,correct
3,2,3,28,6,4,4,5,349,1.972,1,correct
3,2,4,1,8,8,4,7,798,1.464,1,correct
3,2,4,2,6,2,0,2,1122,2.123,1,correct
3,2,4,3,8,8,0,1,562,5.231,1,correct
3,2,4,4,6,1,1,4,1172,2.476,1,correct
3,2,4,5,8,2,2,3,982,4.54,0,intrusion
3,2,4,6,2,0,0,2,31,-1,1,correct
3,2,4,7,8,2,0,5,875,2.279,1,correct
3,2,4,8,6,6,4,1,77,4.429,1,correct
3,2,4,9,6,4,0,5,971,3.112,1,correct
3,2,4,10,4,1,1,1,730,0.96,1,correct
3,2,4,11,2,2,2,1,718,0.832,1,correct
3,2,4,12,6,4,4,4,661,1.167,1,correct
3,2,4,13,8,0,0,5,128,-1,1,correct
3,2,4,14,6,6,0,3,453,3.239,1,correct
3,2,4,15,8,4,0,8,413,1.729,1,correct
3,2,4,16,6,2,2,5,441,1.705,1,correct
3,2,4,17,2,1,1,2,791,0.928,1,correct
3,2,4,18,4,2,2,3,611,1.992,1,correct
3,2,4,19,4,2,0,1,716,0.916,1,correct
3,2,4,20,4,4,4,2,197,2.208,1,correct
3,2,4,21,4,4,0,2,1032,2.016,1,correct
3,2,4,22,8,4,4,4,46,2.887,1,correct
3,2,4,23,2,2,0,2,386,2.022,1,correct
3,2,4,24,8,6,0,7,1091,1.735,1,correct
3,2,4,25,8,6,4,5,189,4.994,1,correct
3,2,4,26,8,1,1,4,49,2.871,1,correct
3,2,4,27,6,0,0,6,1053,-1,1,correct
3,2,4,28,4,0,0,4,713,-1,1,correct
3,2,5,1,4,1,1,4,1146,1.175,1,correct
3,2,5,2,6,2,2,2,834,1.511,1,correct
3,2,5,3,6,0,0,1,597,-1,1,correct
3,2,5,4,4,4,0,4,534,1.752,1,correct
3,2,5,5,6,4,0,1,684,3.448,1,correct
3,2,5,6,8,4,0,5,498,1.764,1,correct
3,2,5,7,2,2,2,2,809,1.312,1,correct
3,2,5,8,8,2,2,7,1025,2.373,1,correct
3,2,5,9,6,6,4,5,764,1.894,1,correct
3,2,5,10,6,1,1,5,748,2.445,1,correct
3,2,5,11,2,0,0,2,822,-1,1,correct
3,2,5,12,8,1,1,3,170,2.701,1,correct
3,2,5,13,8,8,4,3,395,4.114,1,correct
3,2,5,14,4,0,0,1,701,-1,1,correct
3,2,5,15,2,1,1,1,267,1.773,1,correct
3,2,5,16,8,8,0,4,530,3.126,1,correct
3,2,5,17,2,2,0,2,601,0.853,1,correct
3,2,5,18,4,4,4,1,491,10.466,1,correct
3,2,5,19,8,6,0,4,312,5.105,1,correct
3,2,5,20,6,2,0,3,6,2.259,1,correct
3,2,5,21,6,6,0,5,379,1.897,1,correct
3,2,5,22,8,2,0,7,636,2.466,1,correct
3,2,5,23,6,4,4,3,398,1.877,1,correct
3,2,5,24,4,2,2,2,424,1.779,1,correct
3,2,5,25,8,6,4,3,1063,2.178,1,correct
3,2,5,26,8,0,0,8,63,-1,1,correct
3,2,5,27,8,4,4,6,749,3.724,1,correct
3,2,5,28,4,2,0,4,869,1.997,1,correct
3,2,6,1,2,0,0,1,110,-1,1,correct
3,2,6,2,8,4,4,3,75,5.356,1,correct
3,2,6,3,8,8,4,8,63,0.882,1,correct
3,2,6,4,8,6,0,3,241,6.356,1,correct
3,2,6,5,8,2,0,1,1103,3.863,1,correct
3,2,6,6,4,4,4,4,1150,2.302,1,correct
3,2,6,7,6,0,0,4,443,-1,1,correct
3,2,6,8,6,6,4,4,675,4.22,1,correct
3,2,6,9,6,6,0,1,697,4.696,1,correct
3,2,6,10,8,2,2,2,923,3.272,1,correct
3,2,6,11,8,8,0,5,191,8.174,0,intrusion
3,2,6,12,2,2,2,1,797,1.888,1,correct
3,2,6,13,4,0,0,2,619,-1,1,correct
3,2,6,14,8,4,0,7,90,2.338,1,correct
3,2,6,15,8,0,0,1,1169,-1,1,correct
3,2,6,16,8,6,4,8,907,1.758,1,correct
3,2,6,17,2,2,0,1,173,1.096,1,correct
3,2,6,18,6,2,0,1,517,1.608,1,correct
3,2,6,19,6,4,4,2,270,2.814,1,correct
3,2,6,20,4,4,0,1,566,1.012,1,correct
3,2,6,21,6,4,0,4,1130,1.17,1,correct
3,2,6,22,6,2,2,1,808,3.62,1,correct
3,2,6,23,4,2,2,3,109,1.049,1,correct
3,2,6,24,4,2,0,1,342,0.885,1,correct
3,2,6,25,6,1,1,3,234,1.731,1,correct
3,2,6,26,8,1,1,2,356,2.634,1,correct
3,2,6,27,2,1,1,2,163,1.911,1,correct
3,2,6,28,4,1,1,2,57,0.914,1,correct
3,2,7,1,8,2,2,1,588,2.802,1,correct
3,2,7,2,4,0,0,4,308,-1,1,correct
3,2,7,3,6,0,0,5,428,-1,1,correct
3,2,7,4,6,4,4,6,1089,1.967,1,correct
3,2,7,5,6,2,2,1,650,3.799,1,correct
3,2,7,6,4,4,4,2,835,1.586,1,correct
3,2,7,7,8,1,1,6,7,2.049,1,correct
3,2,7,8,8,4,4,8,279,3.31,1,correct
3,2,7,9,6,6,4,5,771,2.628,1,correct
3,2,7,10,4,4,0,3,269,1.838,1,correct
3,2,7,11,4,2,2,1,28,2.905,1,correct
3,2,7,12,8,8,4,4,924,4.454,1,correct
3,2,7,13,2,0,0,1,1193,-1,1,correct
3,2,7,14,8,4,0,1,56,4.303,0,intrusion
3,2,7,15,8,6,0,5,257,2.123,1,correct
3,2,7,16,2,1,1,2,433,1.714,1,correct
3,2,7,17,2,2,0,1,1012,1.622,1,correct
3,2,7,18,8,8,0,6,1031,2.138,1,correct
3,2,7,19,8,6,4,7,872,2.534,1,correct
3,2,7,20,6,2,0,2,310,2.21,1,correct
3,2,7,21,4,1,1,3,994,1.613,1,correct
3,2,7,22,8,2,0,4,814,2.941,1,correct
3,2,7,23,8,0,0,2,258,-1,1,correct
3,2,7,24,6,1,1,6,439,2.276,1,correct
3,2,7,25,6,6,0,2,210,2.562,1,correct
3,2,7,26,6,4,0,4,35,1.545,1,correct
3,2,7,27,4,2,0,2,320,1.203,1,correct
3,2,7,28,2,2,2,2,11,1.472,1,correct
3,2,8,1,2,2,2,1,709,1.707,1,correct
3,2,8,2,6,4,0,1,410,1.039,1,correct
3,2,8,3,4,4,4,3,94,1.506,1,correct
3,2,8,4,2,1,1,1,955,1.296,1,correct
3,2,8,5,8,6,4,1,726,8.058,0,intrusion
3,2,8,6,6,4,4,4,974,1.734,1,correct
3,2,8,7,4,0,0,3,401,-1,1,correct
3,2,8,8,6,2,2,4,662,2.6,1,correct
3,2,8,9,8,2,0,2,1025,2.218,0,intrusion
3,2,8,10,8,2,2,4,1054,4.21,1,correct
3,2,8,11,6,6,4,1,471,4.903,1,correct
3,2,8,12,4,2,2,4,811,1.881,1,correct
3,2,8,13,2,2,0,2,730,0.777,1,correct
3,2,8,14,4,2,0,3,875,0.992,1,correct
3,2,8,15,8,6,0,8,330,1.259,1,correct
3,2,8,16,8,8,0,3,945,4.637,0,intrusion
3,2,8,17,8,4,4,5,44,2.497,1,correct
3,2,8,18,2,0,0,2,484,-1,1,correct
3,2,8,19,6,2,0,4,657,2.276,1,correct
3,2,8,20,8,8,4,1,984,4.954,0,intrusion
3,2,8,21,8,4,0,6,1099,4.904,0,intrusion
3,2,8,22,4,1,1,1,868,2.188,1,correct
3,2,8,23,8,0,0,4,1018,-1,1,correct
3,2,8,24,8,1,1,5,1000,2.069,1,correct
3,2,8,25,6,6,0,5,1175,2.403,1,correct
3,2,8,26,6,1,1,3,384,2.873,1,correct
3,2,8,27,6,0,0,4,946,-1,1,correct
3,2,8,28,4,4,0,2,874,2.139,1,correct
3,3,1,1,2,1,1,1,1170,1.756,1,correct
3,3,1,2,6,1,1,1,561,2.018,1,correct
3,3,1,3,6,2,2,4,1099,2.133,1,correct
3,3,1,4,8,0,0,3,1086,-1,1,correct
3,3,1,5,6,6,0,5,1077,2.188,1,correct
3,3,1,6,4,1,1,1,494,1.103,1,correct
3,3,1,7,4,2,2,3,255,1.504,1,correct
3,3,1,8,4,0,0,4,785,-1,1,correct
3,3,1,9,8,8,0,8,397,2.072,1,correct
3,3,1,10,2,2,2,2,1015,0.987,1,correct
3,3,1,11,8,6,0,2,423,5.262,0,intrusion
3,3,1,12,8,4,4,3,488,8.055,1,correct
3,3,1,13,8,6,4,8,856,1.476,1,correct
3,3,1,14,4,2,0,3,1032,1.135,1,correct
3,3,1,15,6,2,0,2,530,3.587,1,correct
3,3,1,16,4,4,0,1,326,1.127,1,correct
3,3,1,17,8,1,1,3,213,1.703,1,correct
3,3,1,18,6,4,0,2,253,2.315,1,correct
3,3,1,19,6,6,4,6,234,2.132,1,correct
3,3,1,20,8,4,0,5,239,2.977,1,correct
3,3,1,21,2,0,0,2,256,-1,1,correct
3,3,1,22,8,8,4,7,663,3.216,1,correct
3,3,1,23,8,2,2,4,1153,4.801,0,intrusion
3,3,1,24,6,0,0,1,40,-1,1,correct
3,3,1,25,6,4,4,1,29,8.576,1,correct
3,3,1,26,4,4,4,2,343,1.561,1,correct
3,3,1,27,2,2,0,2,1124,0.982,1,correct
3,3,1,28,8,2,0,4,94,3.487,1,correct
3,3,2,1,4,4,4,3,667,2.512,1,correct
3,3,2,2,4,2,2,1,154,1.426,1,correct
3,3,2,3,6,0,0,2,297,-1,0,new
3,3,2,4,8,6,0,1,1050,3.668,0,intrusion
3,3,2,5,8,6,4,1,798,2.391,1,correct
3,3,2,6,6,1,1,4,458,2.34,1,correct
3,3,2,7,4,2,0,2,666,1.217,1,correct
3,3,2,8,8,2,2,8,807,1.382,1,correct
3,3,2,9,6,6,0,6,961,2.197,1,correct
3,3,2,10,8,1,1,8,759,2.368,1,correct
3,3,2,11,8,8,4,6,650,1.94,0,intrusion
3,3,2,12,8,8,0,3,499,5.111,0,intrusion
3,3,2,13,6,2,0,1,288,2.99,1,correct
3,3,2,14,6,2,2,1,359,1.482,1,correct
3,3,2,15,8,4,4,6,374,2.273,1,correct
3,3,2,16,2,2,0,1,459,0.709,1,correct
3,3,2,17,4,4,0,4,710,1.259,1,correct
3,3,2,18,8,0,0,1,175,-1,0,intrusion
3,3,2,19,8,4,0,1,800,3.922,0,intrusion
3,3,2,20,2,1,1,2,946,1.063,1,correct
3,3,2,21,6,4,4,4,449,3.992,1,correct
3,3,2,22,2,0,0,1,39,-1,1,correct
3,3,2,23,8,2,0,8,215,2.255,1,correct
3,3,2,24,2,2,2,1,1139,1.189,1,correct
3,3,2,25,6,4,0,1,195,1.496,1,correct
3,3,2,26,4,0,0,2,66,-1,1,correct
3,3,2,27,4,1,1,3,2,2.412,1,correct
3,3,2,28,6,6,4,2,774,2.809,1,correct
3,3,3,1,6,0,0,4,331,-1,1,correct
3,3,3,2,6,1,1,5,70,1.912,1,correct
3,3,3,3,2,2,0,2,333,1.259,1,correct
3,3,3,4,6,6,4,5,736,1.361,1,correct
3,3,3,5,8,8,0,1,1146,14.432,0,intrusion
3,3,3,6,2,1,1,1,990,0.924,1,correct
3,3,3,7,6,2,2,6,604,1.129,1,correct
3,3,3,8,4,4,0,2,248,1.346,1,correct
3,3,3,9,4,0,0,3,118,-1,1,correct
3,3,3,10,6,4,0,6,910,2.23,1,correct
3,3,3,11,2,0,0,2,219,-1,1,correct
3,3,3,12,8,0,0,6,752,-1,0,new
3,3,3,13,8,8,4,3,133,7.485,1,correct
3,3,3,14,8,2,2,6,969,2.542,1,correct
3,3,3,15,8,1,1,2,766,1.426,1,correct
3,3,3,16,8,6,4,5,322,2.442,1,correct
3,3,3,17,4,2,0,1,893,2.616,1,correct
3,3,3,18,8,4,0,3,808,2.433,1,correct
3,3,3,19,6,6,0,2,504,5.339,1,correct
3,3,3,20,8,6,0,3,197,5.905,0,intrusion
3,3,3,21,8,4,4,4,617,4.461,0,intrusion
3,3,3,22,2,2,2,1,1087,2.081,1,correct
3,3,3,23,4,1,1,2,865,1.965,1,correct
3,3,3,24,6,2,0,4,863,2.591,1,correct
3,3,3,25,4,2,2,4,222,1.054,1,correct
3,3,3,26,6,4,4,5,356,2.34,1,correct
3,3,3,27,4,4,4,4,779,2.525,1,correct
3,3,3,28,8,2,0,3,1042,4.05,1,correct
3,3,4,1,4,4,4,1,898,1.768,1,correct
3,3,4,2,8,2,0,7,691,1.817,1,correct
3,3,4,3,6,1,1,3,551,2.223,1,correct
3,3,4,4,8,6,4,2,786,2.522,1,correct
3,3,4,5,8,1,1,4,652,2.854,1,correct
3,3,4,6,4,2,0,4,35,1.351,1,correct
3,3,4,7,4,4,0,3,1123,2.205,1,correct
3,3,4,8,6,2,2,2,1195,2.69,1,correct
3,3,4,9,2,2,2,2,992,1.333,1,correct
3,3,4,10,6,6,0,1,483,3.2,1,correct
3,3,4,11,8,4,0,8,1041,1.458,1,correct
3,3,4,12,4,0,0,1,186,-1,1,correct
3,3,4,13,4,1,1,4,520,2.765,1,correct
3,3,4,14,6,0,0,3,642,-1,0,intrusion
3,3,4,15,6,2,0,3,220,4.244,0,intrusion
3,3,4,16,6,6,4,4,1009,1.991,1,correct
3,3,4,17,6,4,0,4,412,3.166,1,correct
3,3,4,18,8,2,2,7,1003,2.558,1,correct
3,3,4,19,6,4,4,3,1165,2.957,1,correct
3,3,4,20,2,1,1,2,879,1.261,1,correct
3,3,4,21,2,0,0,1,183,-1,1,correct
3,3,4,22,8,8,0,2,102,5.739,1,correct
3,3,4,23,8,6,0,5,911,1.915,1,correct
3,3,4,24,4,2,2,2,1193,1.073,1,correct
3,3,4,25,8,4,4,7,1181,2.948,1,correct
3,3,4,26,2,2,0,1,51,1.033,1,correct
3,3,4,27,8,0,0,2,213,-1,0,new
3,3,4,28,8,8,4,5,512,10.464,0,intrusion
3,3,5,1,6,6,0,3,151,2.901,1,correct
3,3,5,2,8,8,0,6,878,3.834,0,intrusion
3,3,5,3,8,8,4,1,809,2.596,1,correct
3,3,5,4,6,4,4,2,636,1.942,1,correct
3,3,5,5,6,2,0,5,963,1.852,1,correct
3,3,5,6,6,0,0,5,7,-1,1,correct
3,3,5,7,8,6,0,4,543,4.569,1,correct
3,3,5,8,8,6,4,7,846,1.926,1,correct
3,3,5,9,4,0,0,2,1192,-1,1,correct
3,3,5,10,2,2,2,2,681,1.141,1,correct
3,3,5,11,8,4,0,6,825,3.083,1,correct
3,3,5,12,8,2,2,1,454,3.148,1,correct
3,3,5,13,8,2,0,1,312,1.854,1,correct
3,3,5,14,6,2,2,5,511,1.76,1,correct
3,3,5,15,6,1,1,6,1162,1.747,1,correct
3,3,5,16,8,4,4,1,600,3.647,0,intrusion
3,3,5,17,2,1,1,1,566,1.191,1,correct
3,3,5,18,6,4,0,3,1136,1.485,1,correct
3,3,5,19,6,6,4,1,224,2.049,0,intrusion
3,3,5,20,8,1,1,6,144,2.638,1,correct
3,3,5,21,2,2,0,2,1183,1.862,1,correct
3,3,5,22,4,2,0,2,268,1.632,1,correct
3,3,5,23,2,0,0,1,743,-1,1,correct
3,3,5,24,4,1,1,1,717,1.928,1,correct
3,3,5,25,8,0,0,7,956,-1,1,correct
3,3,5,26,4,4,0,1,550,1.262,1,correct
3,3,5,27,4,2,2,2,622,1.583,1,correct
3,3,5,28,4,4,4,1,1011,1.669,1,correct
3,3,6,1,8,1,1,7,868,1.605,1,correct
3,3,6,2,8,2,0,5,797,1.776,1,correct
3,3,6,3,8,8,4,2,468,4.993,1,correct
3,3,6,4,2,0,0,2,3,-1,1,correct
3,3,6,5,4,4,0,4,432,1.327,1,correct
3,3,6,6,6,4,4,6,451,1.635,1,correct
3,3,6,7,8,4,0,2,500,2.386,1,correct
3,3,6,8,6,2,2,3,826,1.991,0,intrusion
3,3,6,9,6,6,0,4,11,1.75,1,correct
3,3,6,10,8,2,2,3,64,3.668,1,correct
3,3,6,11,2,2,0,1,1027,0.888,1,correct
3,3,6,12,4,1,1,2,442,0.829,1,correct
3,3,6,13,8,0,0,4,755,-1,1,correct
3,3,6,14,6,0,0,6,614,-1,1,correct
3,3,6,15,8,6,0,8,283,1.643,1,correct
3,3,6,16,4,2,2,1,275,2.481,1,correct
3,3,6,17,8,4,4,5,815,7.253,0,intrusion
3,3,6,18,2,1,1,2,339,1.417,1,correct
3,3,6,19,4,2,0,4,431,1.492,1,correct
3,3,6,20,4,0,0,3,861,-1,1,correct
3,3,6,21,6,6,4,3,355,2.473,1,correct
3,3,6,22,8,8,0,7,73,1.897,1,correct
3,3,6,23,2,2,2,1,185,0.794,1,correct
3,3,6,24,8,6,4,3,641,3.847,1,correct
3,3,6,25,6,1,1,2,45,1.674,1,correct
3,3,6,26,6,4,0,5,1120,1.668,1,correct
3,3,6,27,6,2,0,6,678,1.445,1,correct
3,3,6,28,4,4,4,4,547,1.784,1,correct
3,3,7,1,8,4,0,4,658,2.443,0,intrusion
3,3,7,2,6,0,0,2,274,-1,1,correct
3,3,7,3,6,6,4,6,472,1.678,1,correct
3,3,7,4,4,4,4,3,793,2.003,1,correct
3,3,7,5,8,6,0,7,952,1.343,1,correct
3,3,7,6,2,0,0,2,738,-1,1,correct
3,3,7,7,8,0,0,8,1051,-1,1,correct
3,3,7,8,8,2,2,2,409,6.014,1,correct
3,3,7,9,6,4,4,4,605,2.614,1,correct
3,3,7,10,6,2,0,5,582,1.65,1,correct
3,3,7,11,8,2,0,6,1093,1.985,1,correct
3,3,7,12,8,6,4,4,773,1.225,1,correct
3,3,7,13,6,6,0,3,885,2.524,0,intrusion
3,3,7,14,4,4,0,2,923,1.211,1,correct
3,3,7,15,4,2,2,3,1167,2.371,1,correct
3,3,7,16,2,1,1,2,689,0.881,1,correct
3,3,7,17,6,4,0,2,1031,1.946,1,correct
3,3,7,18,2,2,0,2,162,0.966,1,correct
3,3,7,19,6,2,2,2,936,1.617,1,correct
3,3,7,20,6,1,1,1,24,1.992,1,correct
3,3,7,21,8,8,4,8,832,1.978,1,correct
3,3,7,22,4,1,1,4,17,1.687,1,correct
3,3,7,23,8,1,1,5,971,2.954,0,new
3,3,7,24,8,8,0,4,1163,6.725,0,intrusion
3,3,7,25,4,0,0,4,784,-1,1,correct
3,3,7,26,8,4,4,8,596,1.66,1,correct
3,3,7,27,4,2,0,3,1141,1.798,1,correct
3,3,7,28,2,2,2,2,568,1.492,1,correct
3,3,8,1,6,4,0,3,1147,5.161,0,intrusion
3,3,8,2,8,2,2,5,584,2.438,1,correct
3,3,8,3,4,2,2,4,44,1.67,1,correct
3,3,8,4,8,6,4,6,43,2.026,1,correct
3,3,8,5,8,0,0,5,31,-1,1,correct
3,3,8,6,2,0,0,1,256,-1,1,correct
3,3,8,7,4,0,0,1,1188,-1,1,correct
3,3,8,8,6,6,4,4,431,1.59,1,correct
3,3,8,9,6,4,4,2,339,4.77,0,intrusion
3,3,8,10,6,2,2,4,561,2.982,1,correct
3,3,8,11,8,6,0,6,416,2.328,1,correct
3,3,8,12,2,2,0,1,137,0.754,1,correct
3,3,8,13,6,6,0,2,714,1.734,1,correct
3,3,8,14,8,2,0,2,824,2.657,1,correct
3,3,8,15,6,2,0,2,391,2.478,1,correct
3,3,8,16,8,4,0,7,316,1.439,1,correct
3,3,8,17,2,1,1,1,247,0.881,1,correct
3,3,8,18,6,1,1,2,355,1.171,1,correct
3,3,8,19,8,4,4,2,589,5.377,1,correct
3,3,8,20,4,4,0,3,753,1.189,1,correct
3,3,8,21,4,1,1,3,1006,1.007,1,correct
3,3,8,22,4,2,0,1,230,1.143,1,correct
3,3,8,23,8,8,4,4,937,4.912,0,intrusion
3,3,8,24,4,4,4,2,573,3.06,1,correct
3,3,8,25,8,8,0,5,945,2.993,1,correct
3,3,8,26,2,2,2,1,789,0.918,1,correct
3,3,8,27,8,1,1,1,817,1.876,0,new
3,3,8,28,6,0,0,6,202,-1,1,correct
5,1,1,1,6,6,0,6,961,4.691,1,correct
5,1,1,2,6,0,0,5,826,-1,1,correct
5,1,1,3,8,2,2,2,563,13.111,1,correct
5,1,1,4,2,1,1,1,1008,1.626,1,correct
5,1,1,5,6,2,0,2,1063,4.963,1,correct
5,1,1,6,8,6,4,4,1005,13.74,1,correct
5,1,1,7,6,6,4,1,382,13.581,1,correct
5,1,1,8,4,1,1,4,845,2.047,1,correct
5,1,1,9,8,8,0,8,602,1.739,1,correct
5,1,1,10,2,2,0,2,1026,1.019,1,correct
5,1,1,11,4,0,0,1,576,-1,1,correct
5,1,1,12,6,4,0,2,410,2.301,1,correct
5,1,1,13,6,1,1,1,109,2.188,1,correct
5,1,1,14,2,0,0,1,722,-1,1,correct
5,1,1,15,4,2,0,1,44,1.794,1,correct
5,1,1,16,8,6,0,4,6,10.174,0,intrusion
5,1,1,17,4,4,4,1,775,1.478,1,correct
5,1,1,18,8,2,0,3,423,1.552,1,correct
5,1,1,19,6,2,2,5,988,1.567,1,correct
5,1,1,20,4,4,0,4,400,3.754,1,correct
5,1,1,21,8,8,4,1,587,18.084,1,correct
5,1,1,22,8,1,1,5,1058,8.729,1,correct
5,1,1,23,6,4,4,6,583,1.134,1,correct
5,1,1,24,2,2,2,1,558,0.994,1,correct
5,1,1,25,8,0,0,2,881,-1,1,correct
5,1,1,26,8,4,0,8,239,1.815,1,correct
5,1,1,27,4,2,2,4,1090,2.445,0,intrusion
5,1,1,28,8,4,4,1,97,15.741,1,correct
5,1,2,1,2,1,1,2,478,1.776,1,correct
5,1,2,2,6,1,1,5,618,1.954,1,correct
5,1,2,3,8,1,1,8,430,1.139,1,correct
5,1,2,4,8,8,0,1,1023,2.479,1,correct
5,1,2,5,8,2,2,3,568,6.271,1,correct
5,1,2,6,4,2,2,2,434,1.736,1,correct
5,1,2,7,2,2,0,1,1139,1.334,1,correct
5,1,2,8,6,4,4,3,111,6.268,1,correct
5,1,2,9,4,2,0,3,986,2.165,1,correct
5,1,2,10,8,2,0,6,46,2.617,1,correct
5,1,2,11,8,0,0,4,113,-1,1,correct
5,1,2,12,6,6,4,5,935,1.887,1,correct
5,1,2,13,4,4,0,2,1196,1.27,1,correct
5,1,2,14,8,6,0,8,760,1.356,1,correct
5,1,2,15,4,4,4,2,976,2.269,1,correct
5,1,2,16,8,8,4,3,593,15.523,1,correct
5,1,2,17,6,4,0,3,872,1.538,1,correct
5,1,2,18,8,6,4,3,204,6.62,1,correct
5,1,2,19,4,1,1,1,503,1.724,1,correct
5,1,2,20,6,2,2,6,153,1.154,1,correct
5,1,2,21,6,2,0,6,882,1.173,1,correct
5,1,2,22,2,0,0,2,299,-1,1,correct
5,1,2,23,2,2,2,2,349,1.252,1,correct
5,1,2,24,8,4,4,5,633,18.889,0,intrusion
5,1,2,25,6,6,0,2,139,3.717,1,correct
5,1,2,26,4,0,0,4,1068,-1,0,intrusion
5,1,2,27,6,0,0,6,893,-1,1,correct
5,1,2,28,8,4,0,3,1134,12.803,1,correct
5,1,3,1,6,6,4,4,252,9.806,1,correct
5,1,3,2,6,2,0,5,474,1.671,1,correct
5,1,3,3,4,2,2,1,669,1.42,1,correct
5,1,3,4,4,1,1,2,1185,0.971,1,correct
5,1,3,5,8,0,0,6,181,-1,0,new
5,1,3,6,8,8,4,8,1110,2.433,1,correct
5,1,3,7,6,2,2,3,381,14.271,1,correct
5,1,3,8,2,1,1,2,363,1.353,1,correct
5,1,3,9,2,2,0,1,98,0.812,1,correct
5,1,3,10,8,6,0,7,1137,9.681,1,correct
5,1,3,11,8,2,0,2,392,13.379,0,intrusion
5,1,3,12,8,4,4,7,679,2.464,1,correct
5,1,3,13,6,4,4,1,962,1.517,1,correct
5,1,3,14,8,1,1,4,387,4.77,1,correct
5,1,3,15,4,2,0,4,736,1.173,1,correct
5,1,3,16,8,8,0,6,995,22.209,0,intrusion
5,1,3,17,6,4,0,1,452,1.689,1,correct
5,1,3,18,8,2,2,6,365,1.554,1,correct
5,1,3,19,6,1,1,2,539,2.221,1,correct
5,1,3,20,6,0,0,4,22,-1,1,correct
5,1,3,21,8,6,4,8,713,2.847,1,correct
5,1,3,22,4,0,0,2,260,-1,1,correct
5,1,3,23,2,0,0,2,1190,-1,1,correct
5,1,3,24,4,4,4,4,212,1.605,1,correct
