subject,imagery,signal_present,correct,rt
18,1,0,1,0.39860000000009316
18,1,0,1,0.3773000000002794
18,1,0,1,0.33030000000027937
18,1,0,1,0.41379999999981376
18,1,0,1,0.42070000000018626
18,1,0,1,0.4377000000001863
18,1,0,1,0.37239999999990686
18,1,1,0,0.4003000000002794
18,1,0,1,0.4003000000002794
18,1,0,1,0.4036000000000931
18,1,0,1,0.33560000000009316
18,1,1,0,0.21060000000009313
18,1,1,0,0.4136000000000931
18,1,0,1,0.4271000000000931
18,1,1,1,0.3925999999996274
18,1,1,0,0.4501999999997206
18,1,1,0,0.39610000000009316
18,1,0,1,0.3815
18,1,1,1,0.5858999999999068
18,1,1,0,0.5208999999999069
19,0,0,1,4.684
19,0,0,1,0.8251000000238419
19,0,0,1,0.6458999999761581
19,0,0,1,0.4665
19,0,1,0,0.6001000000238419
19,0,1,0,0.716199999988079
19,0,0,1,0.554800000011921
19,0,0,1,0.545
19,0,1,1,1.525899999976158
19,0,1,1,0.4554000000357628
19,0,1,0,0.7352000000476837
19,0,0,1,0.6196999999880791
19,0,1,0,0.6529000000357628
19,0,0,1,0.4849000000357628
19,0,0,1,0.4552999999523163
19,0,1,0,0.578
19,0,0,1,0.529699999988079
19,0,1,0,0.40780000001192096
19,0,1,0,0.6165
19,0,0,1,0.4665
19,0,0,1,0.4591000000238419
19,0,1,0,0.6215
19,0,1,0,1.4065999999642371
19,0,1,0,0.5648000000119209
19,1,1,0,2.669600000023842
19,1,0,1,1.1851999999880791
19,1,1,0,0.473699999988079
19,1,1,0,0.33959999996423723
19,1,1,0,0.4542999999523163
19,1,0,1,0.46369999998807904
19,1,1,1,1.1380999999642372
19,1,0,1,0.7021000000238419
19,1,0,1,0.533800000011921
19,1,1,0,0.7100999999642372
19,1,1,0,0.916600000023842
19,1,0,1,0.6245
19,1,1,1,0.461800000011921
19,1,0,1,0.6881000000238419
19,1,1,1,0.9183000000119208
19,1,0,1,0.6306000000238419
19,1,1,0,0.6278000000119209
19,1,1,0,0.5533000000119209
19,1,0,1,0.5530999999642372
19,1,0,1,0.48710000002384185
19,1,0,1,0.39819999998807903
19,1,1,0,0.6128000000119209
19,1,0,1,0.29310000002384184
19,1,0,1,0.3515
19,0,1,1,2.5705
19,0,1,1,0.4924000000357628
19,0,0,1,2.139200000047684
19,0,0,1,0.542
19,0,1,1,0.4214000000357628
19,0,0,1,0.5776000000238418
19,0,1,1,0.409199999988079
19,0,0,1,0.6198999999761582
19,0,1,1,0.406
19,0,0,1,0.46440000003576276
19,0,1,1,0.3176999999880791
19,0,0,0,1.359
19,0,0,1,0.8268000000119209
19,0,1,1,0.518
19,0,0,0,0.636699999988079
19,0,1,1,0.444300000011921
19,0,1,1,0.3915999999642372
19,0,0,1,0.6531000000238418
19,0,1,1,0.48479999995231626
19,0,1,1,0.4095
19,0,0,1,0.451
19,0,1,1,0.499800000011921
19,0,0,1,0.6438999999761581
19,0,0,1,0.5882999999523163
19,0,0,1,3.557800000011921
19,0,1,1,1.2642000000476834
19,0,0,1,0.6638999999761581
19,0,0,1,1.4665
19,0,0,1,0.6663999999761582
19,0,0,1,0.6188000000119209
19,0,1,1,0.3533000000119209
19,0,0,1,0.38560000002384187
19,0,0,1,0.5475
19,0,1,1,0.489300000011921
19,0,1,1,0.363199999988079
19,0,1,1,0.372
19,0,0,1,0.5785999999642372
19,0,0,1,0.8910999999642372
19,0,0,1,0.917100000023842
19,0,1,1,0.3714000000357628
19,0,1,1,0.529800000011921
19,0,1,1,0.486800000011921
19,0,1,1,0.496699999988079
19,0,1,1,0.41630000001192097
19,0,1,1,0.34260000002384183
19,0,1,1,0.25939999997615815
19,0,0,1,0.496
19,0,0,1,0.7668999999761581
19,1,1,0,2.9281999999880792
19,1,1,0,2.3983999999761583
19,1,1,0,0.5423999999761582
19,1,1,0,0.43960000002384186
19,1,0,1,0.788699999988079
19,1,0,1,0.5246000000238419
19,1,0,1,0.429199999988079
19,1,1,0,0.6675
19,1,0,1,0.457300000011921
19,1,0,1,0.477199999988079
19,1,0,1,0.46739999997615816
19,1,0,1,0.421699999988079
19,1,0,1,0.5791000000238419
19,1,1,0,0.5326000000238419
19,1,0,1,0.476199999988079
19,1,1,0,1.319100000023842
19,1,1,0,0.5773000000119209
19,1,0,1,0.620300000011921
19,1,1,0,0.5221000000238418
19,1,1,0,1.2271999999880792
19,1,1,1,1.918899999976158
19,1,0,1,0.602
19,1,0,1,0.6354000000357628
19,1,1,0,0.6673000000119209
19,1,0,1,1.9466000000238421
19,1,1,1,1.332699999988079
19,1,0,1,0.6805
19,1,1,1,0.4858999999761581
19,1,1,1,0.38789999997615815
19,1,1,1,0.3508000000119209
19,1,1,1,0.421800000011921
19,1,1,1,0.385199999988079
19,1,0,1,0.6016999999880791
19,1,0,1,0.7016000000238418
19,1,0,1,0.6361999999880791
19,1,1,0,1.0575999999642371
19,1,0,1,0.49360000002384186
19,1,1,1,0.3062000000476837
19,1,0,1,0.7237000000476838
19,1,0,1,0.411
19,1,0,1,0.4521000000238419
19,1,0,1,0.45389999997615815
19,1,0,1,0.3965999999642372
19,1,1,1,0.495199999988079
19,1,1,1,0.3962999999523163
19,1,0,1,0.8116000000238418
19,1,1,1,0.305
19,1,1,1,0.41979999995231626
19,0,1,0,2.2515
19,0,0,1,1.084699999988079
19,0,1,0,0.777
19,0,1,0,0.9506000000238419
19,0,0,1,0.5516000000238419
19,0,1,0,0.39969999998807904
19,0,1,0,0.32680000001192094
19,0,0,1,0.7234000000357628
19,0,1,0,0.6908999999761581
19,0,0,1,0.49710000002384186
19,0,1,0,0.47310000002384184
19,0,1,0,0.6226999999880791
19,0,0,1,0.442800000011921
19,0,0,1,0.4878999999761581
19,0,0,1,0.5425999999642372
19,0,1,1,0.46390000003576276
19,0,0,1,0.452300000011921
19,0,1,1,0.5644000000357627
19,0,0,1,0.8446999999880791
19,0,0,1,0.461300000011921
19,0,0,1,0.533
19,0,0,1,0.5325
19,0,1,1,0.454
19,0,1,0,0.5766999999880791
19,0,0,1,2.268399999976158
19,0,0,1,0.5334000000357628
19,0,1,1,0.466800000011921
19,0,1,1,0.3185
19,0,0,1,0.7464000000357628
19,0,1,1,0.4394000000357628
19,0,1,1,0.43289999997615813
19,0,0,1,0.6312999999523163
19,0,0,1,0.5381000000238418
19,0,0,1,0.5563000000119209
19,0,0,1,0.6458999999761581
19,0,1,1,0.8819000000357627
19,0,0,1,0.8682000000476837
19,0,0,1,0.3970999999642372
19,0,0,1,0.5001000000238418
19,0,1,1,0.5105
19,0,1,0,0.6998000000119209
19,0,0,1,0.5321999999880791
19,0,1,1,0.5879000000357628
19,0,1,1,0.3510999999642372
19,0,1,1,0.5428999999761581
19,0,0,1,0.779800000011921
19,0,1,1,0.33370000004768374
19,0,1,0,3.466599999964237
19,1,0,1,1.6586000000238421
19,1,1,1,0.6014000000357628
19,1,1,0,1.745600000023842
19,1,0,1,0.5579000000357628
19,1,0,1,0.5672999999523163
19,1,1,1,0.8221000000238419
19,1,0,1,0.6451000000238418
19,1,0,1,0.5123000000119209
19,1,0,1,0.40830000001192096
19,1,1,0,1.114
19,1,1,0,1.008899999976158
19,1,0,1,0.46490000003576276
19,1,0,1,0.41680000001192097
19,1,0,1,0.5103999999761581
19,1,1,1,2.029600000023842
19,1,1,0,0.8815
19,1,1,0,0.8104000000357627
19,1,1,1,0.4900999999642372
19,1,1,1,0.6440999999642372
19,1,0,0,0.7551999999880791
19,1,1,1,0.362199999988079
19,1,0,1,0.506300000011921
19,1,1,0,0.656800000011921
19,1,0,1,0.6793000000119209
19,1,1,0,1.428300000011921
19,1,1,1,0.3230999999642372
19,1,0,1,0.488300000011921
19,1,1,0,0.5766999999880791
19,1,0,1,0.4282000000476837
19,1,1,0,0.5776999999880791
19,1,0,1,0.578
19,1,0,1,0.565199999988079
19,1,1,0,1.397300000011921
19,1,1,0,0.47710000002384184
19,1,1,1,0.54
19,1,0,1,0.3725
19,1,1,1,0.386
19,1,0,0,0.6425
19,1,1,0,0.5008000000119209
19,1,0,1,0.553800000011921
19,1,0,1,0.4430999999642372
19,1,1,1,0.6886999999880791
19,1,1,1,0.5641999999880791
19,1,0,1,0.505
19,1,0,1,0.5441999999880791
19,1,0,1,0.426699999988079
19,1,1,0,0.372
19,1,0,1,0.540800000011921
19,1,1,1,1.0219000000357628
19,1,0,1,0.8371000000238419
19,1,1,1,0.371699999988079
19,1,0,1,0.39869999998807903
19,1,0,1,0.4535
19,1,0,1,0.3321999999880791
19,1,1,1,0.5077999999523163
19,1,1,1,1.468
19,1,1,1,0.37289999997615814
19,1,0,1,0.6113999999761581
19,1,1,1,0.37710000002384186
19,1,1,1,0.47460000002384184
19,1,1,1,0.5510999999642372
19,1,1,1,0.491699999988079
19,1,0,0,0.6268000000119209
19,1,0,1,0.49760000002384186
19,1,0,1,0.3827999999523163
19,1,1,1,0.497300000011921
19,1,1,0,1.632599999964237
19,1,1,1,0.2716999999880791
19,1,0,1,0.9253000000119208
19,1,0,1,2.2897999999523164
19,1,0,1,0.6321999999880791
19,1,0,1,0.432199999988079
19,0,1,0,9.262400000035765
19,0,0,1,0.609199999988079
19,0,0,1,0.601300000011921
19,0,0,1,0.4525
19,0,1,0,0.4758999999761581
19,0,1,0,0.9342000000476836
19,0,0,1,0.5784000000357628
19,0,1,0,0.31760000002384187
19,0,0,1,0.3381999999880791
19,0,1,0,0.477199999988079
19,0,1,0,0.7584000000357628
19,0,1,0,0.31519999998807907
19,0,1,0,0.3359000000357628
19,0,1,0,0.5195999999642372
19,0,0,1,0.3727000000476837
19,0,0,1,0.6105999999642372
19,0,0,1,0.3940999999642372
19,0,0,1,0.461300000011921
19,0,1,0,0.6186999999880791
19,0,1,0,0.41660000002384184
19,0,0,1,0.5333000000119209
19,0,0,1,0.6300999999642373
19,0,1,0,0.4335
19,0,0,1,0.7333999999761581
20,1,1,0,3.6427000002861023
20,1,0,1,0.9040999999046325
20,1,0,1,1.0153999996185303
20,1,0,1,0.6907999997138977
20,1,0,1,0.44109999990463256
20,1,1,1,0.36169999980926515
20,1,0,1,0.7402000002861023
20,1,0,1,0.5636999998092651
20,1,1,1,0.3055
20,1,1,1,0.8191999998092652
20,1,0,1,0.441
20,1,0,0,0.5128000001907349
20,1,1,1,0.3425
20,1,0,1,0.3954000000953674
20,1,1,1,0.34280000019073487
20,1,1,1,0.31840000009536745
20,1,1,0,1.0675999999046326
20,1,1,1,0.29190000009536743
20,1,1,1,0.8634000000953674
20,1,0,1,0.6450999999046325
20,1,0,1,0.9155999999046326
20,1,0,1,0.4065
20,1,1,1,0.6005
20,1,1,1,0.5213000001907349
20,0,0,1,1.5545999999046325
20,0,1,1,0.33230000019073486
20,0,0,1,0.6496999998092652
20,0,1,1,0.401
20,0,0,1,0.6159000000953674
20,0,0,1,0.5001999998092651
20,0,0,1,0.3404000000953674
20,0,0,1,0.33980000019073486
20,0,1,1,0.3545
20,0,1,1,0.361
20,0,1,1,0.461
20,0,1,1,0.42539999961853026
20,0,0,1,0.39659999990463257
20,0,0,1,0.37440000009536745
20,0,0,1,0.33029999971389773
20,0,0,1,0.3775
20,0,0,1,0.32340000009536746
20,0,0,1,0.44130000019073484
20,0,1,1,0.7047000002861022
20,0,1,1,0.31419999980926516
20,0,1,1,0.3472999997138977
20,0,1,1,0.352
20,0,1,1,0.3618000001907349
20,0,1,1,0.392
20,0,0,1,0.4840999999046326
20,0,1,0,0.16569999980926514
20,0,1,0,0.4875
20,0,0,1,0.35969999980926515
20,0,0,1,0.35690000009536743
20,0,0,1,0.3551000003814697
20,0,0,1,0.3317000002861023
20,0,0,1,0.3132000002861023
20,0,1,1,0.9955
20,0,0,1,0.6396999998092652
20,0,1,1,0.5329000000953674
20,0,0,1,0.9711999998092653
20,0,1,1,0.7779000000953674
20,0,1,1,0.36609999990463254
20,0,0,1,0.7854000000953675
20,0,1,0,0.39559999990463257
20,0,1,1,0.549
20,0,0,1,0.38359999990463256
20,0,0,1,0.42069999980926515
20,0,1,1,0.659
20,0,1,0,0.587
20,0,0,1,0.3600999999046326
20,0,1,1,0.32780000019073485
20,0,1,1,0.48420000028610227
20,0,1,1,0.48589999961853025
20,0,0,1,0.3994000000953674
20,0,0,1,0.4795999999046326
20,0,0,1,0.3652000002861023
20,0,1,1,0.416
20,0,0,1,0.35690000009536743
20,0,1,1,0.3528000001907349
20,0,0,1,0.359
20,0,0,1,0.3530999999046326
20,0,0,1,0.38430000019073485
20,0,1,1,0.3980999999046326
20,0,1,1,0.36740000009536744
20,0,1,0,0.5055999999046326
20,0,1,1,0.47019999980926513
20,0,1,1,0.3365
20,0,0,1,0.36359999990463254
20,0,0,1,0.45580000019073486
20,0,0,1,0.6750999999046325
20,0,0,1,0.4759000000953674
20,0,1,1,0.2980999999046326
20,0,0,1,0.44309999990463256
20,0,1,1,0.9558999996185303
20,0,1,0,0.3503000001907349
20,0,1,1,0.45859999990463257
20,0,1,1,1.3593999996185304
20,0,1,1,0.3935
20,0,0,1,0.3429000000953674
20,0,0,1,0.37790000009536745
20,0,0,1,0.419
20,0,0,1,0.3515999999046326
20,0,0,1,0.35990000009536743
20,0,0,1,0.3517999997138977
20,0,1,1,0.33560000038146975
20,0,1,1,0.33210000038146975
20,0,0,1,0.35719999980926515
20,0,0,1,0.395
20,0,1,1,0.3211999998092651
20,0,0,1,0.40530000019073487
20,0,0,1,0.4017999997138977
20,0,1,0,0.6365999999046326
20,0,1,0,0.7213000001907348
20,0,0,1,0.334
20,0,0,1,0.35890000009536743
20,0,1,1,0.325
20,0,1,1,0.47280000019073487
20,0,1,0,0.40980000019073487
20,0,1,0,0.656
20,0,1,0,0.5786999998092651
20,0,0,1,0.5262999997138977
20,0,0,1,0.38090000009536745
20,0,1,0,0.43509999990463255
20,0,0,1,0.39
20,0,1,1,0.3977000002861023
20,0,0,1,0.3304000000953674
20,0,0,1,0.3425
20,0,0,1,0.4
20,0,1,1,0.4830999999046326
20,0,1,1,0.34880000019073487
20,0,0,1,0.3911999998092651
20,0,1,0,0.3347999997138977
20,0,0,1,0.46569999980926513
20,0,0,1,0.465
20,0,1,0,0.3294000000953674
20,0,1,0,0.5095
20,0,0,1,0.39
20,0,1,1,0.414
20,0,0,1,0.3321999998092651
20,0,1,0,0.7367000002861023
20,0,1,1,0.4481999998092651
20,0,1,1,0.436
20,0,0,1,0.39209999990463257
20,0,1,1,0.39459999990463257
20,1,1,1,0.769
20,1,0,1,0.883
20,1,0,1,0.7866999998092651
20,1,1,1,0.4375
20,1,1,1,0.4427999997138977
20,1,0,1,0.3583000001907349
20,1,0,1,0.4322999997138977
20,1,1,0,0.57
20,1,1,0,0.5289000000953674
20,1,0,1,0.34219999980926513
20,1,1,1,0.4715
20,1,0,1,0.3563000001907349
20,1,1,0,0.4120999999046326
20,1,0,1,0.8846999998092652
20,1,1,0,0.8636000003814698
20,1,0,1,0.6814000000953674
20,1,1,1,0.30840000009536744
20,1,1,1,0.43980000019073484
20,1,0,1,0.396
20,1,0,1,0.6139000000953674
20,1,1,1,0.35670000028610227
20,1,0,1,0.429
20,1,1,1,0.30440000009536744
20,1,0,1,0.5481999998092651
20,0,0,1,0.42940000009536744
20,0,0,1,0.5585
20,0,0,1,0.3904000000953674
20,0,0,1,0.373
20,0,1,1,0.3616000003814697
20,0,1,1,0.37369999980926516
20,0,0,1,0.5266999998092652
20,0,1,0,0.5713999996185303
20,0,0,1,0.4757999997138977
20,0,1,0,0.37359999990463255
20,0,1,0,0.42539999961853026
20,0,0,1,0.3685
20,0,1,1,0.646
20,0,0,1,0.6709000000953674
20,0,1,0,0.5867999997138977
20,0,0,1,1.5219000000953675
20,0,0,1,3.725199999809265
20,0,1,1,0.4035999999046326
20,0,1,0,0.6365999999046326
20,0,0,1,0.43669999980926516
20,0,1,1,0.4132000002861023
20,0,1,1,0.42
20,0,1,1,0.44080000019073484
20,0,0,1,1.1736999998092652
20,1,1,1,0.3641000003814697
20,1,0,1,1.6436999998092652
20,1,0,0,0.4491999998092651
20,1,1,1,0.34080000019073486
20,1,1,1,0.3432999997138977
20,1,0,1,1.1785
20,1,0,1,1.6495
20,1,0,1,0.6268000001907349
20,1,1,0,0.3915
20,1,0,1,0.48590000009536743
20,1,0,1,1.4575
20,1,1,1,0.8112999997138977
20,1,0,1,0.6441999998092651
20,1,1,1,0.32880000019073485
20,1,0,0,1.4295
20,1,0,0,0.3593000001907349
20,1,1,1,0.42440000009536744
20,1,1,1,0.48140000009536743
20,1,1,1,0.32559999990463256
20,1,1,0,0.8256999998092651
20,1,0,1,0.3717999997138977
20,1,0,1,0.39930000019073486
20,1,1,0,0.7835
20,1,1,1,0.517
20,1,0,1,0.4015
20,1,0,1,0.3707999997138977
20,1,0,1,0.44990000009536746
20,1,1,0,0.4637999997138977
20,1,0,1,0.32390000009536746
20,1,1,1,0.3304000000953674
20,1,0,1,0.3520999999046326
20,1,0,1,0.38830000019073485
20,1,0,1,0.4094000000953674
20,1,1,1,0.35069999980926514
20,1,0,1,0.4015
20,1,1,0,0.3265
20,1,1,1,0.3645
20,1,0,1,0.40219999980926513
20,1,1,1,0.27009999990463257
20,1,1,1,0.43569999980926516
20,1,0,1,0.383
20,1,1,0,0.4225
20,1,1,1,0.3354000000953674
20,1,1,0,0.406
20,1,0,1,0.4125999999046326
20,1,0,1,0.3673000001907349
20,1,1,0,0.3984000000953674
20,1,1,0,0.33819999980926513
20,1,0,1,0.7707999997138977
20,1,0,1,0.3992000002861023
20,1,1,1,0.38159999990463256
20,1,0,1,0.3976999998092651
20,1,0,1,0.4220999999046326
20,1,1,0,0.4139000000953674
20,1,1,0,2.40089999961853
20,1,0,1,0.5285999999046326
20,1,0,1,0.4031000003814697
20,1,1,1,0.43580000019073484
20,1,1,1,0.2675
20,1,1,1,0.4719000000953674
20,1,1,1,0.2942999997138977
20,1,0,1,0.3875
20,1,0,1,0.469
20,1,1,1,0.25190000009536745
20,1,1,1,0.45780000019073486
20,1,1,1,0.4035
20,1,0,1,0.7061999998092652
20,1,0,1,0.7107999997138977
20,1,1,0,0.4095999999046326
20,1,1,1,0.3613000001907349
20,1,0,1,0.7139000000953675
20,1,0,1,0.42809999990463254
20,1,0,1,0.4089000000953674
20,1,1,1,0.4278000001907349
20,1,0,1,0.3331999998092651
20,1,1,1,0.43880000019073484
20,1,0,1,0.63730000019073485
20,1,1,1,0.44730000019073485
20,1,0,1,0.5835
20,1,1,1,0.5047000002861023
20,1,1,1,0.7406999998092652
20,1,1,1,0.3446000003814697
20,1,0,1,0.7576999998092652
20,1,0,1,0.3608000001907349
20,1,1,1,0.4079000000953674
20,1,0,1,0.3575999999046326
20,1,0,1,0.4293000001907349
20,1,1,1,0.7054000000953674
20,1,0,1,0.49840000009536745
20,1,1,0,0.6552000002861023
20,1,1,1,0.5007000002861023
20,1,0,1,0.8731999998092651
20,1,1,1,0.5812999997138977
20,1,0,1,0.43710000038146973
20,1,1,0,0.3929000000953674
20,1,0,1,0.38710000038146974
21,1,0,0,1.4540000000002329
21,1,1,1,0.408
21,1,1,1,0.442
21,1,0,1,0.403
21,1,1,1,0.32900000000023283
21,1,1,1,0.425
21,1,0,1,0.384
21,1,0,0,0.377
21,1,1,0,1.133
21,1,0,0,0.681
21,1,0,0,0.639
21,1,0,1,0.438
21,1,0,0,0.642
21,1,1,1,0.417
21,1,0,1,0.633
21,1,0,0,0.427
21,1,1,1,0.351
21,1,0,0,0.366
21,1,1,1,0.389
21,1,1,1,0.409
21,1,0,1,0.399
21,1,1,1,0.426
21,1,1,0,0.403
21,1,1,0,0.499
21,0,1,1,2.068
21,0,1,0,0.393
21,0,0,1,0.365
21,0,1,1,0.848
21,0,0,1,0.098
21,0,0,1,0.544
21,0,0,1,0.8530000000002328
21,0,0,1,0.693
21,0,1,1,0.826
21,0,0,1,0.433
21,0,1,1,0.162
21,0,1,1,0.424
21,0,0,0,0.501
21,0,0,0,0.468
21,0,0,1,0.384
21,0,1,0,0.7350000000002328
21,0,1,1,0.48
21,0,0,1,0.826
21,0,0,0,0.6899999999997671
21,0,1,1,0.701
21,0,1,1,0.395
21,0,1,1,0.3960000000002328
21,0,0,0,0.977
21,0,1,0,0.547
21,1,0,0,0.896
21,1,0,1,0.4560000000002328
21,1,1,1,0.359
21,1,1,0,0.791
21,1,0,1,0.892
21,1,1,1,0.485
21,1,1,0,0.479
21,1,0,1,0.751
21,1,0,1,0.783
21,1,1,1,0.371
21,1,0,1,0.5790000000002329
21,1,1,1,0.8129999999997671
21,1,0,0,0.675
21,1,0,0,0.415
21,1,0,0,0.384
21,1,1,1,0.344
21,1,1,1,0.37600000000023276
21,1,1,1,0.805
21,1,1,1,0.388
21,1,0,0,0.6750000000002329
21,1,1,1,0.354
21,1,0,0,0.427
21,1,1,0,0.405
21,1,0,1,0.594
21,0,0,1,2.114
21,0,1,1,1.02
21,0,1,1,0.384
21,0,1,1,0.513
21,0,0,0,0.47
21,0,0,1,0.5
21,0,0,1,0.5989999999997672
21,0,0,1,0.54
21,0,1,1,0.382
21,0,0,0,0.46
21,0,1,1,0.497
21,0,1,1,0.349
21,0,0,1,0.588
21,0,1,0,0.701
21,0,0,1,1.702
21,0,0,1,1.3359999999997672
21,0,1,1,0.3929999999997672
21,0,0,1,0.498
21,0,1,0,0.409
21,0,1,1,0.6360000000002328
21,0,0,1,0.48
21,0,0,1,0.501
21,0,1,1,0.432
21,0,1,1,0.7740000000002328
21,0,1,0,1.201
21,0,0,1,1.618
21,0,0,1,1.093
21,0,1,0,0.547
21,0,0,0,0.441
21,0,0,1,0.69
21,0,0,1,0.685
21,0,1,0,0.607
21,0,1,1,0.766
21,0,1,1,0.459
21,0,1,1,0.461
21,0,1,1,0.422
21,0,1,1,0.4139999999997672
21,0,0,1,0.49400000000023275
21,0,0,1,0.474
21,0,0,0,0.8449999999997672
21,0,0,1,0.758
21,0,0,1,0.404
21,0,0,1,0.42500000000023275
21,0,1,1,0.44300000000023276
21,0,1,0,1.152
21,0,1,1,0.5020000000002328
21,0,1,1,1.374
21,0,0,1,0.465
21,1,0,0,1.01
21,1,1,1,0.516
21,1,1,1,0.406
21,1,1,1,0.403
21,1,0,1,0.4019999999997672
21,1,0,1,0.66
21,1,1,0,0.7079999999997671
21,1,0,0,0.8699999999997672
21,1,0,1,0.96
21,1,1,0,0.438
21,1,0,0,0.426
21,1,1,1,0.384
21,1,1,1,0.375
21,1,0,0,0.375
21,1,1,1,0.33800000000023284
21,1,1,1,0.397
21,1,0,1,0.7679999999997672
21,1,0,1,0.488
21,1,1,1,0.811
21,1,0,1,0.7389999999997672
21,1,1,1,0.6390000000002328
21,1,0,0,7.430000000000232
21,1,1,1,0.439
21,1,0,1,0.53
21,1,1,1,1.005
21,1,0,1,0.422
21,1,0,0,0.7389999999997672
21,1,1,1,0.513
21,1,1,0,0.428
21,1,0,1,0.423
21,1,1,1,0.406
21,1,0,1,0.395
21,1,1,0,0.47
21,1,0,1,0.3960000000002328
21,1,0,1,0.3960000000002328
21,1,0,1,0.43599999999976724
21,1,0,1,0.44200000000023276
21,1,0,0,0.764
21,1,0,1,0.863
21,1,0,1,0.44099999999976724
21,1,1,1,0.377
21,1,1,1,0.557
21,1,1,1,0.348
21,1,1,1,0.6999999999997671
21,1,0,0,0.6279999999997672
21,1,1,1,0.353
21,1,1,1,0.377
21,1,1,1,0.02800000000023283
21,1,1,1,1.785
21,1,0,0,0.354
21,1,0,1,0.4599999999997672
21,1,0,1,0.411
21,1,1,1,0.37600000000023276
21,1,0,1,0.36299999999976723
21,1,0,1,0.466
21,1,1,0,0.7149999999997672
21,1,1,0,0.846
21,1,1,1,0.582
21,1,1,1,0.395
21,1,1,1,0.42
21,1,0,1,0.459
21,1,1,1,0.49
21,1,1,1,0.683
21,1,1,1,0.427
21,1,0,1,0.675
21,1,0,1,0.663
21,1,1,1,0.488
21,1,1,1,0.366
21,1,0,0,0.44000000000023276
21,1,0,0,0.666
21,1,0,0,0.4129999999997672
21,1,0,0,0.563
21,0,1,1,0.959
21,0,1,1,0.421
21,0,1,1,0.477
21,0,0,1,0.4600000000002328
21,0,1,0,0.442
21,0,1,0,0.485
21,0,1,1,0.3920000000002328
21,0,1,1,0.4080000000002328
21,0,0,1,0.413
21,0,1,0,0.44
21,0,0,1,0.617
21,0,1,1,0.37299999999976724
21,0,1,1,0.413
21,0,0,1,0.367
21,0,0,1,0.473
21,0,0,0,0.341
21,0,0,0,0.645
21,0,0,0,0.319
21,0,0,1,0.35899999999976717
21,0,1,1,0.387
21,0,0,1,0.406
21,0,0,1,0.442
21,0,0,1,0.522
21,0,1,0,0.3990000000002328
21,1,0,0,1.1810000000002328
21,1,0,0,0.42499999999976723
21,1,0,0,0.38799999999976725
21,1,0,1,0.34899999999953435
21,1,1,1,0.4139999999997672
21,1,1,1,0.35700000000046567
21,1,0,0,0.4700000000002328
21,1,1,0,0.38799999999976725
21,1,0,1,0.357
21,1,1,1,0.7379999999997672
21,1,1,1,0.4610000000002328
21,1,1,1,0.38299999999976725
21,1,1,1,0.36799999999976724
21,1,0,1,0.15299999999976716
21,1,0,0,0.7730000000002328
21,1,0,0,0.429
21,1,0,0,0.453
21,1,0,1,0.383
21,1,1,1,0.426
21,1,1,1,0.756
21,1,1,0,0.387
21,1,1,0,0.591
21,1,1,1,0.412
21,1,0,0,0.709
21,0,1,1,1.902
21,0,1,1,0.368
21,0,0,1,0.436
21,0,1,0,0.383
21,0,1,1,0.57
21,0,1,0,0.645
21,0,0,1,0.9380000000004656
21,0,0,1,0.428
21,0,0,1,0.439
21,0,0,1,0.452
21,0,1,0,0.555
21,0,1,0,0.383
21,0,1,1,0.416
21,0,0,0,0.425
21,0,1,1,0.391
21,0,1,1,0.713
21,0,0,1,0.7
21,0,0,1,0.406
21,0,1,1,0.447
21,0,1,0,0.393
21,0,0,1,0.355
21,0,0,1,0.455
21,0,0,1,0.458
21,0,0,0,0.478
21,0,0,0,0.8139999999995343
21,0,0,0,0.395
21,0,0,1,0.738
21,0,1,1,0.397
21,0,1,1,0.498
21,0,0,1,0.83
21,0,0,1,0.439
21,0,1,1,0.755
21,0,0,0,0.537
21,0,1,1,0.41700000000046566
21,0,0,0,0.437
21,0,0,1,0.366
21,0,0,1,0.58
21,0,1,0,0.556
21,0,1,1,0.5
21,0,1,1,0.424
21,0,1,1,0.347
21,0,0,0,0.4389999999995343
21,0,1,1,0.419
21,0,1,1,0.374
21,0,0,0,0.3689999999995343
21,0,1,0,0.765
21,0,1,1,0.395
21,0,0,1,0.91
22,0,0,0,5.997099999904632
22,0,0,1,0.5857000000476837
22,0,1,0,1.104899999976158
22,0,0,1,0.49690000009536744
22,0,1,0,0.47319999992847445
22,0,0,1,1.133399999976158
22,0,0,1,0.44859999990463256
22,0,1,0,0.4185999999046326
22,0,0,1,0.39070000004768374
22,0,1,0,0.5022000000476837
22,0,1,0,0.40310000002384183
22,0,1,0,0.5175
22,0,0,1,0.45819999992847443
22,0,0,1,0.3962999999523163
22,0,0,1,0.342
22,0,1,0,0.33039999997615815
22,0,0,1,0.5678999999761581
22,0,1,0,0.48729999995231627
22,0,0,1,0.46189999997615816
22,0,1,0,0.442
22,0,1,0,0.3232999999523163
22,0,1,0,0.5721999999284745
22,0,1,0,0.5078000000715256
22,0,0,1,0.4595999999046326
22,1,0,1,3.118100000023842
22,1,0,0,1.5151999999284744
22,1,0,1,0.47189999997615817
22,1,0,1,0.6003999999761581
22,1,0,0,1.3676000000238422
22,1,0,1,0.4207000000476837
22,1,1,1,1.2313000000715255
22,1,1,1,1.086899999976158
22,1,1,1,0.375
22,1,0,1,0.3372999999523163
22,1,1,1,0.355
22,1,1,0,0.44260000002384187
22,1,0,1,0.4335
22,1,0,1,0.41330000007152556
