id,angle,rt,accuracy
49,100,6756,1
49,100,4711,1
49,100,3654,1
49,100,4631,1
49,150,3310,1
49,0,5455,1
49,0,6546,1
49,50,5310,1
49,50,1796,1
49,150,3030,1
49,50,7297,1
49,0,1350,1
49,150,4000,1
49,50,5634,1
49,100,4557,1
49,0,4328,1
49,150,NA,0
49,100,4088,1
49,100,3763,1
49,50,1617,1
49,0,1206,1
49,150,5760,0
49,150,2965,1
49,50,1723,1
49,100,1895,1
49,0,2801,1
50,0,4632,1
50,150,6313,1
50,150,3003,1
50,100,NA,0
50,50,5045,1
50,50,2480,1
50,100,6416,1
50,0,1799,1
50,150,NA,0
50,150,4643,0
50,50,4560,1
50,0,2841,1
50,0,1701,1
50,100,5486,1
50,100,2990,1
50,50,2958,1
50,100,4656,1
50,150,3154,1
50,50,2259,1
50,50,2224,1
50,100,2463,1
50,0,1558,1
50,0,1890,1
50,150,3482,1
50,150,3630,1
50,50,3086,1
50,50,2223,1
50,100,5937,0
50,0,1169,1
50,0,2559,1
50,150,3711,1
50,100,2671,1
50,50,3270,1
50,100,1862,1
50,150,2936,1
50,0,3463,1
50,100,4596,1
50,150,2152,0
50,0,2007,1
50,50,4175,1
50,150,2487,1
50,0,4045,1
50,100,4767,1
50,150,3689,1
50,50,2697,1
50,100,6473,1
50,0,1847,1
50,50,1823,1
50,100,3253,1
50,150,2401,1
50,0,1509,1
50,0,2374,1
50,100,2632,1
50,50,2568,1
50,150,4874,1
50,50,2280,1
50,150,2148,1
50,100,5355,0
50,150,2344,1
50,100,2255,1
50,0,2398,1
50,0,1877,0
50,50,3130,1
50,50,2629,1
50,150,3485,1
50,0,1607,1
50,150,3959,1
50,0,4823,0
50,50,2711,1
50,50,1639,1
50,100,1935,1
50,100,3512,1
50,100,2449,1
50,100,4927,0
50,150,3840,1
50,0,3393,1
50,0,1336,1
50,50,2047,1
50,50,5493,0
50,150,3287,0
50,50,4439,1
50,0,1175,1
50,150,3049,1
50,50,2072,1
50,100,3599,1
50,0,NA,0
50,150,3818,1
50,100,3319,1
50,100,2222,1
50,50,1991,1
50,0,1246,1
50,150,3399,1
50,150,5599,1
50,50,3623,1
50,100,1960,1
50,0,3736,1
51,0,1186,0
51,150,1415,1
51,150,1563,1
51,100,2832,1
51,50,1218,1
51,50,1794,1
51,100,1654,1
51,0,998,1
51,150,2525,1
51,150,1512,0
51,50,2543,1
51,0,1347,1
51,0,1495,1
51,100,1878,1
51,100,1597,1
51,50,1192,1
51,100,2172,1
51,150,1583,1
51,50,1453,1
51,50,1501,1
51,100,1371,1
51,0,1991,1
51,0,986,1
51,150,2561,1
51,150,1674,1
51,50,1666,1
51,50,1851,1
51,100,1675,1
51,0,1025,1
51,0,1269,1
51,150,3372,1
51,100,2056,1
51,50,1112,1
51,100,1775,0
51,150,1948,1
51,0,1231,1
51,100,2098,1
51,150,1432,1
51,0,1298,1
51,50,1104,1
51,150,1351,1
51,0,3357,1
51,100,1489,1
51,150,1952,1
51,50,1525,1
51,100,1606,1
51,0,1083,1
51,50,1076,1
51,100,1828,1
51,150,1691,1
51,0,1232,1
51,0,1217,1
51,100,1693,1
51,50,1234,1
51,150,3580,1
51,50,1288,1
51,150,1447,1
51,100,1145,1
51,150,1552,1
51,100,1604,1
51,0,1130,1
51,0,1064,1
51,50,1352,1
51,50,1228,1
51,150,1422,1
51,0,1030,1
51,150,1265,1
51,0,1112,1
51,50,1321,1
51,50,1085,1
51,100,1050,1
51,100,1177,1
51,100,1040,1
51,100,1042,1
51,150,1111,1
51,0,1363,1
51,0,1327,1
51,50,1516,0
51,50,1041,1
51,150,1035,1
51,50,1773,1
51,0,927,1
51,150,1669,1
51,50,1070,1
51,100,1032,1
51,0,1299,1
51,150,4069,1
51,100,2142,0
51,100,1193,1
51,50,1295,1
51,0,1075,1
51,150,1342,1
51,150,1425,1
51,50,937,1
51,100,1050,1
51,0,1217,1
52,0,2727,1
52,150,2556,1
52,150,1702,1
52,100,4219,1
52,50,2724,1
52,50,4181,1
52,100,5220,1
52,0,1777,1
52,150,3210,0
52,150,5298,1
52,50,6598,1
52,0,2941,1
52,0,1796,1
52,100,3564,1
52,100,3655,1
52,50,3061,1
52,100,4297,1
52,150,2535,1
52,50,4351,1
52,50,2556,1
52,100,3295,1
52,0,2902,1
52,0,2811,1
52,150,3424,1
52,150,3065,1
52,50,3778,1
52,50,2669,1
52,100,2990,1
52,0,2829,1
52,0,2161,1
52,150,4594,1
52,100,2593,1
52,50,2485,1
52,100,2189,1
52,150,3209,0
52,0,2368,1
52,100,2161,1
52,150,3113,1
52,0,1503,1
52,50,2104,1
52,150,4987,1
52,0,1448,1
52,100,2001,1
52,150,1804,1
52,50,2159,1
52,100,1819,1
52,0,1279,1
52,50,3961,1
52,100,3355,1
52,150,2116,1
52,0,1794,1
52,0,1555,1
52,100,2625,1
52,50,1816,1
52,150,3857,1
52,50,2093,1
52,150,2059,1
52,100,2707,1
52,150,2307,1
52,100,2272,1
52,0,1077,1
52,0,3104,1
52,50,2486,1
52,50,2484,1
52,150,2562,1
52,0,1248,1
52,150,2073,1
52,0,1857,1
52,50,2146,1
52,50,1372,1
52,100,2219,1
52,100,2924,1
52,100,1938,1
52,100,2062,1
52,150,1999,1
52,0,2810,1
52,0,1925,1
52,50,4436,0
52,50,2993,1
52,150,4629,1
52,50,4295,1
52,0,1457,1
52,150,3698,1
52,50,3472,1
52,100,2708,1
52,0,1766,1
52,150,4220,1
52,100,4068,1
52,100,1940,1
52,50,2138,1
52,0,1539,1
52,150,3116,1
52,150,2181,1
52,50,1981,1
52,100,2610,1
52,0,6419,0
53,0,2703,1
53,150,2556,1
53,150,3591,1
53,100,4128,1
53,50,2821,1
53,50,2448,1
53,100,2811,1
53,0,2012,1
53,150,3213,1
53,150,2719,1
53,50,3135,1
53,0,1385,1
53,0,1196,1
53,100,4444,1
53,100,2200,1
53,50,1684,1
53,100,4736,1
53,150,1876,1
53,50,2081,1
53,50,1341,1
53,100,2165,1
53,0,1824,1
53,0,1064,1
53,150,4871,1
53,150,1992,1
53,50,2544,1
53,50,2994,1
53,100,2822,1
53,0,1188,1
53,0,1500,1
53,150,4093,1
53,100,3820,1
53,50,1351,1
53,100,2692,1
53,150,2582,1
53,0,2586,1
53,100,2719,1
53,150,2570,1
53,0,932,1
53,50,1060,1
53,150,1794,1
53,0,1431,0
53,100,4619,1
53,150,2575,1
53,50,1627,1
53,100,4160,1
53,0,1105,1
53,50,1676,1
53,100,2280,1
53,150,2408,1
53,0,1486,1
53,0,1065,1
53,100,1950,1
53,50,872,1
53,150,4967,1
53,50,1474,1
53,150,1885,1
53,100,2387,1
53,150,1899,1
53,100,3074,1
53,0,1033,1
53,0,976,1
53,50,1038,1
53,50,1416,1
53,150,2377,1
53,0,1417,1
53,150,1892,1
53,0,1241,1
53,50,1044,1
53,50,1017,1
53,100,1385,1
53,100,3012,1
53,100,3287,1
53,100,1650,1
53,150,1836,1
53,0,1414,1
53,0,1284,1
53,50,1362,1
53,50,899,1
53,150,3608,1
53,50,5103,1
53,0,1159,1
53,150,1901,1
53,50,1986,1
53,100,1561,1
53,0,1261,1
53,150,3320,0
53,100,3435,1
53,100,1418,1
53,50,1389,1
53,0,886,1
53,150,3873,1
53,150,2780,1
53,50,1417,1
53,100,1142,1
53,0,2706,1
54,0,2788,1
54,150,4118,1
54,150,3809,1
54,100,4317,1
54,50,2362,1
54,50,2102,1
54,100,4183,1
54,0,2021,1
54,150,4457,1
54,150,NA,0
54,50,5709,1
54,0,2910,1
54,0,955,1
54,100,2456,1
54,100,2898,1
54,50,4298,1
54,100,4397,1
54,150,3412,1
54,50,1699,1
54,50,2365,1
54,100,1740,1
54,0,2523,1
54,0,2500,1
54,150,4160,1
54,150,3144,1
54,50,2396,1
54,50,2449,1
54,100,3528,1
54,0,2020,1
54,0,2572,1
54,150,4316,1
54,100,3776,1
54,50,3268,1
54,100,3724,1
54,150,5406,1
54,0,2862,1
54,100,2849,1
54,150,5159,1
54,0,1611,1
54,50,1399,1
54,150,2821,1
54,0,1485,1
54,100,3905,1
54,150,2572,1
54,50,1853,1
54,100,2957,1
54,0,1613,1
54,50,1842,1
54,100,3435,0
54,150,3191,1
54,0,1822,1
54,0,1411,1
54,100,2475,1
54,50,3173,1
54,150,3954,1
54,50,2170,1
54,150,1644,1
54,100,2598,1
54,150,2845,1
54,100,2225,1
54,0,1468,1
54,0,2020,1
54,50,1743,1
54,50,2367,1
54,150,3537,1
54,0,1562,1
54,150,2182,1
54,0,2159,1
54,50,3183,1
54,50,2016,1
54,100,2131,1
54,100,2179,1
54,100,2335,1
54,100,1997,1
54,150,2925,0
54,0,3172,1
54,0,2833,1
54,50,1987,0
54,50,1714,1
54,150,2986,1
54,50,3590,1
54,0,1041,1
54,150,2204,1
54,50,2759,1
54,100,2641,1
54,0,1463,1
54,150,6107,1
54,100,3265,1
54,100,3083,1
54,50,2376,1
54,0,1323,1
54,150,2434,1
54,150,3341,0
54,50,1204,1
54,100,2084,1
54,0,2157,1
